cnt_idx	ref_token	ref_kind	source_column	line_no
CNT-IDX-0001923	66	NUM	p009-c01	9
CNT-IDX-0001924	29,1	NUMPAIR	p009-c01	10
CNT-IDX-0001925	35	NUM	p009-c01	11
CNT-IDX-0001925	57	NUM	p009-c01	11
CNT-IDX-0001926	48	NUM	p009-c01	12
CNT-IDX-0001926	52	NUM	p009-c01	12
CNT-IDX-0001926	132,130	NUMPAIR	p009-c01	12
CNT-IDX-0001926	cognomen	OTHER	p009-c01	12
CNT-IDX-0001926	21	NUM	p009-c01	12
CNT-IDX-0001926	75	NUM	p009-c01	12
CNT-IDX-0001926	132,129	NUMPAIR	p009-c01	12
CNT-IDX-0001926	cognoscit	OTHER	p009-c01	12
CNT-IDX-0001926	41	NUM	p009-c01	12
CNT-IDX-0001926	85	NUM	p009-c01	12
CNT-IDX-0001927	47	NUM	p009-c01	16
CNT-IDX-0001927	88	NUM	p009-c01	16
CNT-IDX-0001928	51	NUM	p009-c01	17
CNT-IDX-0001928	13	NUM	p009-c01	17
CNT-IDX-0001929	51	NUM	p009-c01	18
CNT-IDX-0001929	16	NUM	p009-c01	18
CNT-IDX-0001929	4	NUM	p009-c01	18
CNT-IDX-0001929	cohortalis	OTHER	p009-c01	18
CNT-IDX-0001929	46	NUM	p009-c01	18
CNT-IDX-0001929	11	NUM	p009-c01	18
CNT-IDX-0001930	53	NUM	p009-c01	23
CNT-IDX-0001930	53	NUM	p009-c01	23
CNT-IDX-0001930	2	NUM	p009-c01	23
CNT-IDX-0001930	coinquilinus	OTHER	p009-c01	23
CNT-IDX-0001930	18	NUM	p009-c01	23
CNT-IDX-0001930	55	NUM	p009-c01	23
CNT-IDX-0001930	*	MARK	p009-c01	23
CNT-IDX-0001930	1	NUM	p009-c01	23
CNT-IDX-0001930	coimquinat	OTHER	p009-c01	23
CNT-IDX-0001930	13	NUM	p009-c01	23
CNT-IDX-0001930	54	NUM	p009-c01	23
CNT-IDX-0001931	13	NUM	p009-c01	30
CNT-IDX-0001931	5	NUM	p009-c01	30
CNT-IDX-0001932	128	NUM	p009-c01	31
CNT-IDX-0001932	57	NUM	p009-c01	31
CNT-IDX-0001933	87	NUM	p009-c01	32
CNT-IDX-0001933	94	NUM	p009-c01	32
CNT-IDX-0001934	57	NUM	p009-c01	34
CNT-IDX-0001934	15	NUM	p009-c01	34
CNT-IDX-0001935	35	NUM	p009-c01	35
CNT-IDX-0001935	61	NUM	p009-c01	35
CNT-IDX-0001936	35	NUM	p009-c01	36
CNT-IDX-0001936	60	NUM	p009-c01	36
CNT-IDX-0001936	°	MARK	p009-c01	36
CNT-IDX-0001937	25	NUM	p009-c01	37
CNT-IDX-0001937	67	NUM	p009-c01	37
CNT-IDX-0001938	25	NUM	p009-c01	38
CNT-IDX-0001938	63	NUM	p009-c01	38
CNT-IDX-0001939	78	NUM	p009-c01	40
CNT-IDX-0001939	36	NUM	p009-c01	40
CNT-IDX-0001940	104	NUM	p009-c01	41
CNT-IDX-0001940	38?	OTHER	p009-c01	41
CNT-IDX-0001941	107	NUM	p009-c01	42
CNT-IDX-0001941	67	NUM	p009-c01	42
CNT-IDX-0001941	80	NUM	p009-c01	42
CNT-IDX-0001941	colocasium	OTHER	p009-c01	42
CNT-IDX-0001941	109	NUM	p009-c01	42
CNT-IDX-0001941	44	NUM	p009-c01	42
CNT-IDX-0001942	98	NUM	p009-c01	44
CNT-IDX-0001942	88	NUM	p009-c01	44
CNT-IDX-0001943	38	NUM	p009-c01	46
CNT-IDX-0001943	42	NUM	p009-c01	46
CNT-IDX-0001943	48?	OTHER	p009-c01	46
CNT-IDX-0001943	colubra	OTHER	p009-c01	46
CNT-IDX-0001943	113,27	NUMPAIR	p009-c01	46
CNT-IDX-0001944	100	NUM	p009-c01	52
CNT-IDX-0001944	84	NUM	p009-c01	52
CNT-IDX-0001945	78	NUM	p009-c01	54
CNT-IDX-0001945	65	NUM	p009-c01	54
CNT-IDX-0001946	45,82	NUMPAIR	p009-c01	58
CNT-IDX-0001946	;	SEP	p009-c01	58
CNT-IDX-0001946	78,20	NUMPAIR	p009-c01	58
CNT-IDX-0001946	;	SEP	p009-c01	58
CNT-IDX-0001946	10	NUM	p009-c01	58
CNT-IDX-0001947	86	NUM	p009-c01	59
CNT-IDX-0001947	58	NUM	p009-c01	59
CNT-IDX-0001948	122	NUM	p009-c01	60
CNT-IDX-0001948	17(	OTHER	p009-c01	60
CNT-IDX-0001948	176!	OTHER	p009-c01	60
CNT-IDX-0001949	102	NUM	p009-c01	63
CNT-IDX-0001949	100	NUM	p009-c01	63
CNT-IDX-0001950	115	NUM	p009-c01	65
CNT-IDX-0001950	50	NUM	p009-c01	65
CNT-IDX-0001951	45	NUM	p009-c01	67
CNT-IDX-0001951	85	NUM	p009-c01	67
CNT-IDX-0001952	45	NUM	p009-c01	68
CNT-IDX-0001952	83	NUM	p009-c01	68
CNT-IDX-0001953	45	NUM	p009-c01	69
CNT-IDX-0001953	82	NUM	p009-c01	69
CNT-IDX-0001953	°	MARK	p009-c01	69
CNT-IDX-0001954	45	NUM	p009-c01	70
CNT-IDX-0001954	84	NUM	p009-c01	70
CNT-IDX-0001955	85	NUM	p009-c01	71
CNT-IDX-0001955	73	NUM	p009-c01	71
CNT-IDX-0001956	51	NUM	p009-c01	72
CNT-IDX-0001956	53	NUM	p009-c01	72
CNT-IDX-0001957	67	NUM	p009-c01	73
CNT-IDX-0001957	95?	OTHER	p009-c01	73
CNT-IDX-0001958	76	NUM	p009-c01	74
CNT-IDX-0001958	2:	OTHER	p009-c01	74
CNT-IDX-0001958	3	NUM	p009-c01	74
CNT-IDX-0001958	——	OTHER	p009-c01	74
CNT-IDX-0001959	76	NUM	p009-c02	2
CNT-IDX-0001959	29	NUM	p009-c02	2
CNT-IDX-0001960	92	NUM	p009-c02	3
CNT-IDX-0001960	61	NUM	p009-c02	3
CNT-IDX-0001961	76	NUM	p009-c02	4
CNT-IDX-0001961	28	NUM	p009-c02	4
CNT-IDX-0001961	*	MARK	p009-c02	4
CNT-IDX-0001962	93	NUM	p009-c02	5
CNT-IDX-0001962	53	NUM	p009-c02	5
CNT-IDX-0001963	93	NUM	p009-c02	6
CNT-IDX-0001963	55	NUM	p009-c02	6
CNT-IDX-0001964	93	NUM	p009-c02	7
CNT-IDX-0001964	54	NUM	p009-c02	7
CNT-IDX-0001965	22	NUM	p009-c02	8
CNT-IDX-0001965	31	NUM	p009-c02	8
CNT-IDX-0001966	22	NUM	p009-c02	9
CNT-IDX-0001966	30	NUM	p009-c02	9
CNT-IDX-0001966	;	SEP	p009-c02	9
CNT-IDX-0001966	38	NUM	p009-c02	9
CNT-IDX-0001966	1]	OTHER	p009-c02	9
CNT-IDX-0001967	78	NUM	p009-c02	11
CNT-IDX-0001967	14	NUM	p009-c02	11
CNT-IDX-0001968	74	NUM	p009-c02	12
CNT-IDX-0001968	31	NUM	p009-c02	12
CNT-IDX-0001968	^	MARK	p009-c02	12
CNT-IDX-0001969	81	NUM	p009-c02	13
CNT-IDX-0001969	88	NUM	p009-c02	13
CNT-IDX-0001969	°	MARK	p009-c02	13
CNT-IDX-0001970	66	NUM	p009-c02	14
CNT-IDX-0001970	96	NUM	p009-c02	14
CNT-IDX-0001971	66	NUM	p009-c02	15
CNT-IDX-0001971	97	NUM	p009-c02	15
CNT-IDX-0001972	78	NUM	p009-c02	16
CNT-IDX-0001972	22	NUM	p009-c02	16
CNT-IDX-0001973	1,5	NUMPAIR	p009-c02	17
CNT-IDX-0001974	25,8	NUMPAIR	p009-c02	18
CNT-IDX-0001975	71	NUM	p009-c02	19
CNT-IDX-0001975	81	NUM	p009-c02	19
CNT-IDX-0001976	104	NUM	p009-c02	20
CNT-IDX-0001976	75	NUM	p009-c02	20
CNT-IDX-0001977	94	NUM	p009-c02	21
CNT-IDX-0001977	78	NUM	p009-c02	21
CNT-IDX-0001978	102	NUM	p009-c02	23
CNT-IDX-0001978	34	NUM	p009-c02	23
CNT-IDX-0001979	102	NUM	p009-c02	24
CNT-IDX-0001979	35	NUM	p009-c02	24
CNT-IDX-0001980	69	NUM	p009-c02	25
CNT-IDX-0001980	59	NUM	p009-c02	25
CNT-IDX-0001981	69	NUM	p009-c02	26
CNT-IDX-0001981	61	NUM	p009-c02	26
CNT-IDX-0001982	69	NUM	p009-c02	27
CNT-IDX-0001982	60	NUM	p009-c02	27
CNT-IDX-0001983	69,55	NUMPAIR	p009-c02	28
CNT-IDX-0001984	69	NUM	p009-c02	29
CNT-IDX-0001984	52	NUM	p009-c02	29
CNT-IDX-0001985	128	NUM	p009-c02	30
CNT-IDX-0001985	44	NUM	p009-c02	30
CNT-IDX-0001986	100	NUM	p009-c02	31
CNT-IDX-0001986	83	NUM	p009-c02	31
CNT-IDX-0001987	92	NUM	p009-c02	32
CNT-IDX-0001987	56	NUM	p009-c02	32
CNT-IDX-0001988	65	NUM	p009-c02	33
CNT-IDX-0001988	94	NUM	p009-c02	33
CNT-IDX-0001989	11	NUM	p009-c02	34
CNT-IDX-0001989	1	NUM	p009-c02	34
CNT-IDX-0001990	90	NUM	p009-c02	35
CNT-IDX-0001990	9	NUM	p009-c02	35
CNT-IDX-0001991	107	NUM	p009-c02	36
CNT-IDX-0001991	45	NUM	p009-c02	36
CNT-IDX-0001992	10	NUM	p009-c02	37
CNT-IDX-0001992	68	NUM	p009-c02	37
CNT-IDX-0001993	93	NUM	p009-c02	38
CNT-IDX-0001993	28	NUM	p009-c02	38
CNT-IDX-0001994	89	NUM	p009-c02	39
CNT-IDX-0001994	38	NUM	p009-c02	39
CNT-IDX-0001995	89	NUM	p009-c02	40
CNT-IDX-0001995	39	NUM	p009-c02	40
CNT-IDX-0001996	34	NUM	p009-c02	41
CNT-IDX-0001996	84	NUM	p009-c02	41
CNT-IDX-0001997	11	NUM	p009-c02	42
CNT-IDX-0001997	15	NUM	p009-c02	42
CNT-IDX-0001998	98	NUM	p009-c02	43
CNT-IDX-0001998	66	NUM	p009-c02	43
CNT-IDX-0001999	11	NUM	p009-c02	45
CNT-IDX-0001999	40	NUM	p009-c02	45
CNT-IDX-0002000	70	NUM	p009-c02	46
CNT-IDX-0002000	83	NUM	p009-c02	46
CNT-IDX-0002001	97	NUM	p009-c02	49
CNT-IDX-0002001	37	NUM	p009-c02	49
CNT-IDX-0002001	°	MARK	p009-c02	49
CNT-IDX-0002002	93	NUM	p009-c02	51
CNT-IDX-0002002	27	NUM	p009-c02	51
CNT-IDX-0002003	97	NUM	p009-c02	52
CNT-IDX-0002003	37	NUM	p009-c02	52
CNT-IDX-0002003	^	MARK	p009-c02	52
CNT-IDX-0002004	10	NUM	p009-c02	53
CNT-IDX-0002004	57	NUM	p009-c02	53
CNT-IDX-0002005	11	NUM	p009-c02	54
CNT-IDX-0002005	61	NUM	p009-c02	54
CNT-IDX-0002006	50	NUM	p009-c02	58
CNT-IDX-0002006	69	NUM	p009-c02	58
CNT-IDX-0002006	2,99	NUMPAIR	p009-c02	58
CNT-IDX-0002006	conclusit.	OTHER	p009-c02	58
CNT-IDX-0002006	50	NUM	p009-c02	58
CNT-IDX-0002006	10	NUM	p009-c02	58
CNT-IDX-0002007	103	NUM	p009-c02	61
CNT-IDX-0002007	47	NUM	p009-c02	61
CNT-IDX-0002007	122	NUM	p009-c02	61
CNT-IDX-0002007	concors	OTHER	p009-c02	61
CNT-IDX-0002007	44	NUM	p009-c02	61
CNT-IDX-0002007	55	NUM	p009-c02	61
CNT-IDX-0002008	103	NUM	p009-c02	63
CNT-IDX-0002008	£8	OTHER	p009-c02	63
CNT-IDX-0002009	80	NUM	p009-c02	64
CNT-IDX-0002009	87	NUM	p009-c02	64
CNT-IDX-0002010	30	NUM	p009-c02	65
CNT-IDX-0002010	86	NUM	p009-c02	65
CNT-IDX-0002011	89	NUM	p009-c02	67
CNT-IDX-0002011	33	NUM	p009-c02	67
CNT-IDX-0002012	93	NUM	p009-c02	69
CNT-IDX-0002012	66	NUM	p009-c02	69
CNT-IDX-0002013	13	NUM	p009-c02	70
CNT-IDX-0002013	42	NUM	p009-c02	70
CNT-IDX-0002014	81	NUM	p009-c02	71
CNT-IDX-0002014	48	NUM	p009-c02	71
CNT-IDX-0002015	81	NUM	p009-c02	72
CNT-IDX-0002015	43	NUM	p009-c02	72
CNT-IDX-0002016	27	NUM	p009-c02	73
CNT-IDX-0002016	25	NUM	p009-c02	73
CNT-IDX-0002017	79	NUM	p009-c02	74
CNT-IDX-0002017	34?	OTHER	p009-c02	74
CNT-IDX-0002018	44	NUM	p009-c03	1
CNT-IDX-0002018	3	NUM	p009-c03	1
CNT-IDX-0002019	44	NUM	p009-c03	2
CNT-IDX-0002019	2	NUM	p009-c03	2
CNT-IDX-0002020	27	NUM	p009-c03	3
CNT-IDX-0002020	15	NUM	p009-c03	3
CNT-IDX-0002021	27	NUM	p009-c03	4
CNT-IDX-0002021	35	NUM	p009-c03	4
CNT-IDX-0002022	71	NUM	p009-c03	5
CNT-IDX-0002022	45	NUM	p009-c03	5
CNT-IDX-0002023	71	NUM	p009-c03	7
CNT-IDX-0002023	38	NUM	p009-c03	7
CNT-IDX-0002024	38	NUM	p009-c03	8
CNT-IDX-0002024	44	NUM	p009-c03	8
CNT-IDX-0002024	°	MARK	p009-c03	8
CNT-IDX-0002025	67	NUM	p009-c03	12
CNT-IDX-0002025	83	NUM	p009-c03	12
CNT-IDX-0002025	-	OTHER	p009-c03	12
CNT-IDX-0002026	67	NUM	p009-c03	13
CNT-IDX-0002026	87	NUM	p009-c03	13
CNT-IDX-0002027	40	NUM	p009-c03	14
CNT-IDX-0002027	56	NUM	p009-c03	14
CNT-IDX-0002028	64	NUM	p009-c03	15
CNT-IDX-0002028	76	NUM	p009-c03	15
CNT-IDX-0002029	41	NUM	p009-c03	17
CNT-IDX-0002029	48	NUM	p009-c03	17
CNT-IDX-0002030	43	NUM	p009-c03	18
CNT-IDX-0002030	53	NUM	p009-c03	18
CNT-IDX-0002031	43	NUM	p009-c03	19
CNT-IDX-0002031	55	NUM	p009-c03	19
CNT-IDX-0002032	6	NUM	p009-c03	20
CNT-IDX-0002032	65	NUM	p009-c03	20
CNT-IDX-0002033	53	NUM	p009-c03	21
CNT-IDX-0002033	82	NUM	p009-c03	21
CNT-IDX-0002034	12	NUM	p009-c03	22
CNT-IDX-0002034	76	NUM	p009-c03	22
CNT-IDX-0002035	44	NUM	p009-c03	24
CNT-IDX-0002035	41	NUM	p009-c03	24
CNT-IDX-0002035	°	MARK	p009-c03	24
CNT-IDX-0002036	51	NUM	p009-c03	25
CNT-IDX-0002036	57?	OTHER	p009-c03	25
CNT-IDX-0002037	53	NUM	p009-c03	26
CNT-IDX-0002037	86	NUM	p009-c03	26
CNT-IDX-0002038	53	NUM	p009-c03	27
CNT-IDX-0002038	85	NUM	p009-c03	27
CNT-IDX-0002039	583	NUM	p009-c03	28
CNT-IDX-0002039	18	NUM	p009-c03	28
CNT-IDX-0002040	12	NUM	p009-c03	30
CNT-IDX-0002040	62	NUM	p009-c03	30
CNT-IDX-0002041	6	NUM	p009-c03	31
CNT-IDX-0002041	74	NUM	p009-c03	31
CNT-IDX-0002042	53	NUM	p009-c03	33
CNT-IDX-0002042	68?	OTHER	p009-c03	33
CNT-IDX-0002043	39	NUM	p009-c03	34
CNT-IDX-0002043	52	NUM	p009-c03	34
CNT-IDX-0002044	39	NUM	p009-c03	35
CNT-IDX-0002044	51	NUM	p009-c03	35
CNT-IDX-0002045	41	NUM	p009-c03	36
CNT-IDX-0002045	87	NUM	p009-c03	36
CNT-IDX-0002046	83	NUM	p009-c03	37
CNT-IDX-0002046	22	NUM	p009-c03	37
CNT-IDX-0002047	7	NUM	p009-c03	39
CNT-IDX-0002047	29	NUM	p009-c03	39
CNT-IDX-0002048	7	NUM	p009-c03	40
CNT-IDX-0002048	44	NUM	p009-c03	40
CNT-IDX-0002049	72	NUM	p009-c03	42
CNT-IDX-0002049	40	NUM	p009-c03	42
CNT-IDX-0002050	72	NUM	p009-c03	43
CNT-IDX-0002050	35	NUM	p009-c03	43
CNT-IDX-0002051	22	NUM	p009-c03	44
CNT-IDX-0002051	44	NUM	p009-c03	44
CNT-IDX-0002052	22	NUM	p009-c03	46
CNT-IDX-0002052	56	NUM	p009-c03	46
CNT-IDX-0002053	22	NUM	p009-c03	48
CNT-IDX-0002053	62	NUM	p009-c03	48
CNT-IDX-0002054	22	NUM	p009-c03	50
CNT-IDX-0002054	66	NUM	p009-c03	50
CNT-IDX-0002055	54	NUM	p009-c03	52
CNT-IDX-0002055	59	NUM	p009-c03	52
CNT-IDX-0002055	*	MARK	p009-c03	52
CNT-IDX-0002056	54	NUM	p009-c03	53
CNT-IDX-0002056	50	NUM	p009-c03	53
CNT-IDX-0002057	49	NUM	p009-c03	54
CNT-IDX-0002057	29	NUM	p009-c03	54
CNT-IDX-0002058	66	NUM	p009-c03	58
CNT-IDX-0002058	27	NUM	p009-c03	58
CNT-IDX-0002059	74	NUM	p009-c03	59
CNT-IDX-0002059	86	NUM	p009-c03	59
CNT-IDX-0002060	66	NUM	p009-c03	61
CNT-IDX-0002060	30	NUM	p009-c03	61
CNT-IDX-0002061	74	NUM	p009-c03	63
CNT-IDX-0002061	83	NUM	p009-c03	63
CNT-IDX-0002062	66	NUM	p009-c03	65
CNT-IDX-0002062	21	NUM	p009-c03	65
CNT-IDX-0002063	34	NUM	p009-c03	66
CNT-IDX-0002063	59	NUM	p009-c03	66
CNT-IDX-0002064	66	NUM	p009-c03	67
CNT-IDX-0002064	24	NUM	p009-c03	67
CNT-IDX-0002065	74	NUM	p009-c03	72
CNT-IDX-0002065	89	NUM	p009-c03	72
CNT-IDX-0002066	54	NUM	p009-c03	73
CNT-IDX-0002066	45	NUM	p009-c03	73
CNT-IDX-0002067	66	NUM	p009-c03	74
CNT-IDX-0002067	53	NUM	p009-c03	74
CNT-IDX-0002068	66	NUM	p009-c03	75
CNT-IDX-0002068	36	NUM	p009-c03	75
CNT-IDX-0002069	42	NUM	p009-c03	77
CNT-IDX-0002069	65	NUM	p009-c03	77
CNT-IDX-0002069	°	MARK	p009-c03	77
CNT-IDX-0002070	76	NUM	p009-c03	78
CNT-IDX-0002070	98	NUM	p009-c03	78
CNT-IDX-0002071	73	NUM	p009-c03	81
CNT-IDX-0002071	11	NUM	p009-c03	81
CNT-IDX-0002072	73	NUM	p009-c03	82
CNT-IDX-0002072	15	NUM	p009-c03	82
CNT-IDX-0002073	68	NUM	p009-c03	83
CNT-IDX-0002073	50	NUM	p009-c03	83
CNT-IDX-0002074	68	NUM	p009-c03	84
CNT-IDX-0002074	48	NUM	p009-c03	84
CNT-IDX-0002075	68	NUM	p009-c03	86
CNT-IDX-0002075	49	NUM	p009-c03	86
CNT-IDX-0002076	73	NUM	p009-c03	87
CNT-IDX-0002076	84	NUM	p009-c03	87
CNT-IDX-0002077	73	NUM	p009-c03	89
CNT-IDX-0002077	82	NUM	p009-c03	89
CNT-IDX-0002078	73	NUM	p009-c03	90
CNT-IDX-0002078	83	NUM	p009-c03	90
CNT-IDX-0002079	56	NUM	p009-c03	93
CNT-IDX-0002079	57	NUM	p009-c03	93
CNT-IDX-0002080	56	NUM	p009-c03	95
CNT-IDX-0002080	89	NUM	p009-c03	95
CNT-IDX-0002081	10	NUM	p009-c03	96
CNT-IDX-0002081	54	NUM	p009-c03	96
CNT-IDX-0002082	56	NUM	p009-c03	98
CNT-IDX-0002082	60	NUM	p009-c03	98
CNT-IDX-0002083	81	NUM	p009-c03	100
CNT-IDX-0002083	18	NUM	p009-c03	100
CNT-IDX-0002084	81	NUM	p009-c03	102
CNT-IDX-0002084	28	NUM	p009-c03	102
CNT-IDX-0002085	81	NUM	p010-c00	1
CNT-IDX-0002085	17	NUM	p010-c00	1
CNT-IDX-0002086	32	NUM	p010-c00	2
CNT-IDX-0002086	13	NUM	p010-c00	2
CNT-IDX-0002086	[	OTHER	p010-c00	2
CNT-IDX-0002087	93	NUM	p010-c00	3
CNT-IDX-0002087	94	NUM	p010-c00	3
CNT-IDX-0002087	°	MARK	p010-c00	3
CNT-IDX-0002087	L	SIGLA	p010-c00	3
CNT-IDX-0002088	93	NUM	p010-c00	4
CNT-IDX-0002088	98	NUM	p010-c00	4
CNT-IDX-0002088	-N	OTHER	p010-c00	4
CNT-IDX-0002089	37	NUM	p010-c00	5
CNT-IDX-0002089	64	NUM	p010-c00	5
CNT-IDX-0002089	(	OTHER	p010-c00	5
CNT-IDX-0002090	4	NUM	p010-c00	8
CNT-IDX-0002090	90	NUM	p010-c00	8
CNT-IDX-0002090	(	OTHER	p010-c00	8
CNT-IDX-0002091	37	NUM	p010-c00	9
CNT-IDX-0002091	63	NUM	p010-c00	9
CNT-IDX-0002091	(	OTHER	p010-c00	9
CNT-IDX-0002092	37	NUM	p010-c00	10
CNT-IDX-0002092	65	NUM	p010-c00	10
CNT-IDX-0002092	(	OTHER	p010-c00	10
CNT-IDX-0002093	95	NUM	p010-c00	11
CNT-IDX-0002093	34	NUM	p010-c00	11
CNT-IDX-0002093	c	SIGLA	p010-c00	11
CNT-IDX-0002094	61	NUM	p010-c00	12
CNT-IDX-0002094	91	NUM	p010-c00	12
CNT-IDX-0002094	°	MARK	p010-c00	12
CNT-IDX-0002094	E	SIGLA	p010-c00	12
CNT-IDX-0002095	110	NUM	p010-c00	13
CNT-IDX-0002095	44	NUM	p010-c00	13
CNT-IDX-0002095	E	SIGLA	p010-c00	13
CNT-IDX-0002096	62,2	NUMPAIR	p010-c00	14
CNT-IDX-0002096	¢	OTHER	p010-c00	14
CNT-IDX-0002097	61	NUM	p010-c00	15
CNT-IDX-0002097	97	NUM	p010-c00	15
CNT-IDX-0002097	°	MARK	p010-c00	15
CNT-IDX-0002097	(	OTHER	p010-c00	15
CNT-IDX-0002098	61	NUM	p010-c00	16
CNT-IDX-0002098	97	NUM	p010-c00	16
CNT-IDX-0002098	*	MARK	p010-c00	16
CNT-IDX-0002098	c	SIGLA	p010-c00	16
CNT-IDX-0002099	26	NUM	p010-c00	18
CNT-IDX-0002099	70	NUM	p010-c00	18
CNT-IDX-0002099	c	SIGLA	p010-c00	18
CNT-IDX-0002100	90	NUM	p010-c00	19
CNT-IDX-0002100	49	NUM	p010-c00	19
CNT-IDX-0002100	c	SIGLA	p010-c00	19
CNT-IDX-0002101	110	NUM	p010-c00	20
CNT-IDX-0002101	40	NUM	p010-c00	20
CNT-IDX-0002101	c	SIGLA	p010-c00	20
CNT-IDX-0002102	110	NUM	p010-c00	21
CNT-IDX-0002102	41	NUM	p010-c00	21
CNT-IDX-0002102	E	SIGLA	p010-c00	21
CNT-IDX-0002103	110	NUM	p010-c00	22
CNT-IDX-0002103	£9	OTHER	p010-c00	22
CNT-IDX-0002103	E	SIGLA	p010-c00	22
CNT-IDX-0002104	28	NUM	p010-c00	23
CNT-IDX-0002104	74	NUM	p010-c00	23
CNT-IDX-0002104	°	MARK	p010-c00	23
CNT-IDX-0002104	¢	OTHER	p010-c00	23
CNT-IDX-0002105	28	NUM	p010-c00	24
CNT-IDX-0002105	73	NUM	p010-c00	24
CNT-IDX-0002105	*	MARK	p010-c00	24
CNT-IDX-0002105	c	SIGLA	p010-c00	24
CNT-IDX-0002106	27	NUM	p010-c00	25
CNT-IDX-0002106	85	NUM	p010-c00	25
CNT-IDX-0002106	E	SIGLA	p010-c00	25
CNT-IDX-0002107	44	NUM	p010-c00	26
CNT-IDX-0002107	49	NUM	p010-c00	26
CNT-IDX-0002107	6	NUM	p010-c00	26
CNT-IDX-0002108	79	NUM	p010-c00	27
CNT-IDX-0002108	62	NUM	p010-c00	27
CNT-IDX-0002108	6	NUM	p010-c00	27
CNT-IDX-0002109	26	NUM	p010-c00	28
CNT-IDX-0002109	83	NUM	p010-c00	28
CNT-IDX-0002109	c	SIGLA	p010-c00	28
CNT-IDX-0002110	89	NUM	p010-c00	29
CNT-IDX-0002110	79	NUM	p010-c00	29
CNT-IDX-0002110	G	SIGLA	p010-c00	29
CNT-IDX-0002111	115,7	NUMPAIR	p010-c00	30
CNT-IDX-0002111	c	SIGLA	p010-c00	30
CNT-IDX-0002112	40	NUM	p010-c00	31
CNT-IDX-0002112	53	NUM	p010-c00	31
CNT-IDX-0002112	c	SIGLA	p010-c00	31
CNT-IDX-0002113	12	NUM	p010-c00	32
CNT-IDX-0002113	102	NUM	p010-c00	32
CNT-IDX-0002113	*	MARK	p010-c00	32
CNT-IDX-0002113	E	SIGLA	p010-c00	32
CNT-IDX-0002114	12	NUM	p010-c00	33
CNT-IDX-0002114	28	NUM	p010-c00	33
CNT-IDX-0002114	c	SIGLA	p010-c00	33
CNT-IDX-0002115	12	NUM	p010-c00	34
CNT-IDX-0002115	45	NUM	p010-c00	34
CNT-IDX-0002115	e	SIGLA	p010-c00	34
CNT-IDX-0002116	12	NUM	p010-c00	35
CNT-IDX-0002116	102	NUM	p010-c00	35
CNT-IDX-0002116	G	SIGLA	p010-c00	35
CNT-IDX-0002117	56	NUM	p010-c00	36
CNT-IDX-0002117	30	NUM	p010-c00	36
CNT-IDX-0002117	E	SIGLA	p010-c00	36
CNT-IDX-0002118	56	NUM	p010-c00	37
CNT-IDX-0002118	31	NUM	p010-c00	37
CNT-IDX-0002118	Je	OTHER	p010-c00	37
CNT-IDX-0002119	66	NUM	p010-c00	38
CNT-IDX-0002119	7	NUM	p010-c00	38
CNT-IDX-0002119	¢	OTHER	p010-c00	38
CNT-IDX-0002120	65	NUM	p010-c00	39
CNT-IDX-0002120	99	NUM	p010-c00	39
CNT-IDX-0002120	¢	OTHER	p010-c00	39
CNT-IDX-0002121	66	NUM	p010-c00	40
CNT-IDX-0002121	3	NUM	p010-c00	40
CNT-IDX-0002121	c	SIGLA	p010-c00	40
CNT-IDX-0002122	30	NUM	p010-c00	41
CNT-IDX-0002122	22	NUM	p010-c00	41
CNT-IDX-0002122	c	SIGLA	p010-c00	41
CNT-IDX-0002123	56	NUM	p010-c00	42
CNT-IDX-0002123	29	NUM	p010-c00	42
CNT-IDX-0002123	G	SIGLA	p010-c00	42
CNT-IDX-0002124	47	NUM	p010-c00	43
CNT-IDX-0002124	48	NUM	p010-c00	43
CNT-IDX-0002124	ie	OTHER	p010-c00	43
CNT-IDX-0002125	109	NUM	p010-c00	44
CNT-IDX-0002125	41	NUM	p010-c00	44
CNT-IDX-0002125	(e	OTHER	p010-c00	44
CNT-IDX-0002126	47	NUM	p010-c00	45
CNT-IDX-0002126	£9	OTHER	p010-c00	45
CNT-IDX-0002126	e	SIGLA	p010-c00	45
CNT-IDX-0002127	3	NUM	p010-c00	46
CNT-IDX-0002127	4	NUM	p010-c00	46
CNT-IDX-0002127	e	SIGLA	p010-c00	46
CNT-IDX-0002128	22	NUM	p010-c00	47
CNT-IDX-0002128	100	NUM	p010-c00	47
CNT-IDX-0002128	E	SIGLA	p010-c00	47
CNT-IDX-0002129	28	NUM	p010-c00	48
CNT-IDX-0002129	25	NUM	p010-c00	48
CNT-IDX-0002129	le	OTHER	p010-c00	48
CNT-IDX-0002130	34	NUM	p010-c00	49
CNT-IDX-0002130	29	NUM	p010-c00	49
CNT-IDX-0002130	e	SIGLA	p010-c00	49
CNT-IDX-0002131	34	NUM	p010-c00	50
CNT-IDX-0002131	39	NUM	p010-c00	50
CNT-IDX-0002131	°	MARK	p010-c00	50
CNT-IDX-0002131	C	SIGLA	p010-c00	50
CNT-IDX-0002132	34	NUM	p010-c00	51
CNT-IDX-0002132	38	NUM	p010-c00	51
CNT-IDX-0002132	[e	OTHER	p010-c00	51
CNT-IDX-0002133	22	NUM	p010-c00	52
CNT-IDX-0002133	2	NUM	p010-c00	52
CNT-IDX-0002133	[e	OTHER	p010-c00	52
