cnt_idx	ref_token	ref_kind	source_column	line_no
CNT-IDX-0001767	cirrituds	OTHER	p008-c02	1
CNT-IDX-0001768	78	NUM	p008-c02	2
CNT-IDX-0001768	51	NUM	p008-c02	2
CNT-IDX-0001768	Cirrus	OTHER	p008-c02	2
CNT-IDX-0001768	8	NUM	p008-c02	2
CNT-IDX-0001769	85	NUM	p008-c02	5
CNT-IDX-0001769	53	NUM	p008-c02	5
CNT-IDX-0001769	cis	OTHER	p008-c02	5
CNT-IDX-0001769	Alpe	OTHER	p008-c02	5
CNT-IDX-0001770	99	NUM	p008-c02	6
CNT-IDX-0001770	81	NUM	p008-c02	6
CNT-IDX-0001770	Cisalpin	OTHER	p008-c02	6
CNT-IDX-0001771	85,54	NUMPAIR	p008-c02	8
CNT-IDX-0001771	Cison.	OTHER	p008-c02	8
CNT-IDX-0001771	]	OTHER	p008-c02	8
CNT-IDX-0001772	85	NUM	p008-c02	9
CNT-IDX-0001772	55	NUM	p008-c02	9
CNT-IDX-0001772	129	NUM	p008-c02	9
CNT-IDX-0001773	109	NUM	p008-c02	10
CNT-IDX-0001773	50	NUM	p008-c02	10
CNT-IDX-0001773	cisterna	OTHER	p008-c02	10
CNT-IDX-0001773	19	NUM	p008-c02	10
CNT-IDX-0001773	90	NUM	p008-c02	10
CNT-IDX-0001773	'!	OTHER	p008-c02	10
CNT-IDX-0001773	etat	OTHER	p008-c02	10
CNT-IDX-0001773	32	NUM	p008-c02	10
CNT-IDX-0001774	97	NUM	p008-c02	12
CNT-IDX-0001774	59	NUM	p008-c02	12
CNT-IDX-0001774	citerior	OTHER	p008-c02	12
CNT-IDX-0001775	97	NUM	p008-c02	14
CNT-IDX-0001775	94	NUM	p008-c02	14
CNT-IDX-0001775	citharioi	OTHER	p008-c02	14
CNT-IDX-0001776	102	NUM	p008-c02	15
CNT-IDX-0001776	[4	OTHER	p008-c02	15
CNT-IDX-0001776	citharist	OTHER	p008-c02	15
CNT-IDX-0001777	115	NUM	p008-c02	16
CNT-IDX-0001777	86	NUM	p008-c02	16
CNT-IDX-0001777	citharoe	OTHER	p008-c02	16
CNT-IDX-0001778	97	NUM	p008-c02	17
CNT-IDX-0001778	54	NUM	p008-c02	17
CNT-IDX-0001778	citius	OTHER	p008-c02	17
CNT-IDX-0001778	5	NUM	p008-c02	17
CNT-IDX-0001779	07	NUM	p008-c02	18
CNT-IDX-0001779	32	NUM	p008-c02	18
CNT-IDX-0001779	cito	OTHER	p008-c02	18
CNT-IDX-0001779	10	NUM	p008-c02	18
CNT-IDX-0001780	97	NUM	p008-c02	19
CNT-IDX-0001780	53	NUM	p008-c02	19
CNT-IDX-0001780	citra.	OTHER	p008-c02	19
CNT-IDX-0001780	51	NUM	p008-c02	19
CNT-IDX-0001781	102	NUM	p008-c02	20
CNT-IDX-0001781	15	NUM	p008-c02	20
CNT-IDX-0001781	citra	OTHER	p008-c02	20
CNT-IDX-0001781	flu	OTHER	p008-c02	20
CNT-IDX-0001781	102	NUM	p008-c02	20
CNT-IDX-0001781	13	NUM	p008-c02	20
CNT-IDX-0001781	citra	OTHER	p008-c02	20
CNT-IDX-0001781	Kl	OTHER	p008-c02	20
CNT-IDX-0001782	98	NUM	p008-c02	23
CNT-IDX-0001782	70	NUM	p008-c02	23
CNT-IDX-0001782	citro.	OTHER	p008-c02	23
CNT-IDX-0001782	51	NUM	p008-c02	23
CNT-IDX-0001783	428	NUM	p008-c02	24
CNT-IDX-0001783	68	NUM	p008-c02	24
CNT-IDX-0001783	ctrum	OTHER	p008-c02	24
CNT-IDX-0001784	57	NUM	p008-c02	25
CNT-IDX-0001785	97	NUM	p008-c02	26
CNT-IDX-0001785	53	NUM	p008-c02	26
CNT-IDX-0001785	civile	OTHER	p008-c02	26
CNT-IDX-0001785	be	OTHER	p008-c02	26
CNT-IDX-0001785	1	NUM	p008-c02	26
CNT-IDX-0001785	28	NUM	p008-c02	26
CNT-IDX-0001785	civilis	OTHER	p008-c02	26
CNT-IDX-0001785	2	NUM	p008-c02	26
CNT-IDX-0001785	4	NUM	p008-c02	26
CNT-IDX-0001785	85,90	NUMPAIR	p008-c02	26
CNT-IDX-0001785	civis	OTHER	p008-c02	26
CNT-IDX-0001785	25	NUM	p008-c02	26
CNT-IDX-0001786	85	NUM	p008-c02	29
CNT-IDX-0001786	100	NUM	p008-c02	29
CNT-IDX-0001786	civis	OTHER	p008-c02	29
CNT-IDX-0001786	Ho	OTHER	p008-c02	29
CNT-IDX-0001787	1	NUM	p008-c02	30
CNT-IDX-0001787	29	NUM	p008-c02	30
CNT-IDX-0001787	civitas	OTHER	p008-c02	30
CNT-IDX-0001788	106	NUM	p008-c02	31
CNT-IDX-0001788	60	NUM	p008-c02	31
CNT-IDX-0001788	civitas	OTHER	p008-c02	31
CNT-IDX-0001788	]	OTHER	p008-c02	31
CNT-IDX-0001789	1	NUM	p008-c02	32
CNT-IDX-0001789	20	NUM	p008-c02	32
CNT-IDX-0001789	civitas	OTHER	p008-c02	32
CNT-IDX-0001789	]	OTHER	p008-c02	32
CNT-IDX-0001790	110	NUM	p008-c02	33
CNT-IDX-0001790	84	NUM	p008-c02	33
CNT-IDX-0001790	cla	OTHER	p008-c02	33
CNT-IDX-0001790	19,.	OTHER	p008-c02	33
CNT-IDX-0001791	1	NUM	p008-c02	34
CNT-IDX-0001791	205	NUM	p008-c02	34
CNT-IDX-0001791	;	SEP	p008-c02	34
CNT-IDX-0001791	96	NUM	p008-c02	34
CNT-IDX-0001791	19	NUM	p008-c02	34
CNT-IDX-0001791	clae	OTHER	p008-c02	34
CNT-IDX-0001791	19	NUM	p008-c02	34
CNT-IDX-0001792	1	NUM	p008-c02	35
CNT-IDX-0001792	29	NUM	p008-c02	35
CNT-IDX-0001792	*	MARK	p008-c02	35
CNT-IDX-0001792	clades	OTHER	p008-c02	35
CNT-IDX-0001792	6	NUM	p008-c02	35
CNT-IDX-0001793	1	NUM	p008-c02	36
CNT-IDX-0001793	29	NUM	p008-c02	36
CNT-IDX-0001793	°	MARK	p008-c02	36
CNT-IDX-0001793	;	SEP	p008-c02	36
CNT-IDX-0001793	05	NUM	p008-c02	36
CNT-IDX-0001793	23	NUM	p008-c02	36
CNT-IDX-0001793	clam	OTHER	p008-c02	36
CNT-IDX-0001793	54	NUM	p008-c02	36
CNT-IDX-0001794	1,27	NUMPAIR	p008-c02	37
CNT-IDX-0001794	clamat	OTHER	p008-c02	37
CNT-IDX-0001795	11	NUM	p008-c02	38
CNT-IDX-0001795	50	NUM	p008-c02	38
CNT-IDX-0001795	clamitat	OTHER	p008-c02	38
CNT-IDX-0001796	11	NUM	p008-c02	39
CNT-IDX-0001796	71	NUM	p008-c02	39
CNT-IDX-0001796	clamor	OTHER	p008-c02	39
CNT-IDX-0001797	27	NUM	p008-c02	40
CNT-IDX-0001797	82?	OTHER	p008-c02	40
CNT-IDX-0001797	clancoru	OTHER	p008-c02	40
CNT-IDX-0001798	27	NUM	p008-c02	41
CNT-IDX-0001798	22	NUM	p008-c02	41
CNT-IDX-0001798	°	MARK	p008-c02	41
CNT-IDX-0001798	clanculu	OTHER	p008-c02	41
CNT-IDX-0001799	12	NUM	p008-c02	42
CNT-IDX-0001799	75	NUM	p008-c02	42
CNT-IDX-0001799	clandesti	OTHER	p008-c02	42
CNT-IDX-0001800	12	NUM	p008-c02	43
CNT-IDX-0001800	87	NUM	p008-c02	43
CNT-IDX-0001800	clangor	OTHER	p008-c02	43
CNT-IDX-0001801	7	NUM	p008-c02	44
CNT-IDX-0001801	39	NUM	p008-c02	44
CNT-IDX-0001801	^	MARK	p008-c02	44
CNT-IDX-0001801	clarescit	OTHER	p008-c02	44
CNT-IDX-0001802	7	NUM	p008-c02	45
CNT-IDX-0001802	54	NUM	p008-c02	45
CNT-IDX-0001802	°	MARK	p008-c02	45
CNT-IDX-0001802	claricati	OTHER	p008-c02	45
CNT-IDX-0001803	22	NUM	p008-c02	46
CNT-IDX-0001803	62	NUM	p008-c02	46
CNT-IDX-0001803	*	MARK	p008-c02	46
CNT-IDX-0001803	elarificat	OTHER	p008-c02	46
CNT-IDX-0001804	22	NUM	p008-c02	47
CNT-IDX-0001804	71	NUM	p008-c02	47
CNT-IDX-0001804	°	MARK	p008-c02	47
CNT-IDX-0001804	clarifieat	OTHER	p008-c02	47
CNT-IDX-0001805	12,41	NUMPAIR	p008-c02	48
CNT-IDX-0001805	clarifieat	OTHER	p008-c02	48
CNT-IDX-0001806	12	NUM	p008-c02	49
CNT-IDX-0001806	58	NUM	p008-c02	49
CNT-IDX-0001806	clarissim	OTHER	p008-c02	49
CNT-IDX-0001807	15	NUM	p008-c02	50
CNT-IDX-0001807	30	NUM	p008-c02	50
CNT-IDX-0001807	clarissim	OTHER	p008-c02	50
CNT-IDX-0001808	13	NUM	p008-c02	51
CNT-IDX-0001808	29	NUM	p008-c02	51
CNT-IDX-0001808	clarissim	OTHER	p008-c02	51
CNT-IDX-0001809	112,5	NUMPAIR	p008-c02	52
CNT-IDX-0001809	claritas	OTHER	p008-c02	52
CNT-IDX-0001810	112,11	NUMPAIR	p008-c02	53
CNT-IDX-0001810	claritudc	OTHER	p008-c02	53
CNT-IDX-0001811	23	NUM	p008-c02	54
CNT-IDX-0001811	68?	OTHER	p008-c02	54
CNT-IDX-0001811	clarus	OTHER	p008-c02	54
CNT-IDX-0001811	2	NUM	p008-c02	54
CNT-IDX-0001812	23	NUM	p008-c02	55
CNT-IDX-0001812	82	NUM	p008-c02	55
CNT-IDX-0001812	*	MARK	p008-c02	55
CNT-IDX-0001812	classeseii	OTHER	p008-c02	55
CNT-IDX-0001813	6	NUM	p008-c02	56
CNT-IDX-0001813	96?	OTHER	p008-c02	56
CNT-IDX-0001813	classieus	OTHER	p008-c02	56
CNT-IDX-0001814	7	NUM	p008-c02	57
CNT-IDX-0001814	8?	OTHER	p008-c02	57
CNT-IDX-0001814	elassis	OTHER	p008-c02	57
CNT-IDX-0001814	8	NUM	p008-c02	57
CNT-IDX-0001815	104	NUM	p008-c02	58
CNT-IDX-0001815	5	NUM	p008-c02	58
CNT-IDX-0001815	clatri	OTHER	p008-c02	58
CNT-IDX-0001815	1C	OTHER	p008-c02	58
CNT-IDX-0001816	50	NUM	p008-c02	59
CNT-IDX-0001816	50?	OTHER	p008-c02	59
CNT-IDX-0001816	claudicai	OTHER	p008-c02	59
CNT-IDX-0001817	50	NUM	p008-c02	60
CNT-IDX-0001817	43	NUM	p008-c02	60
CNT-IDX-0001817	claudit	OTHER	p008-c02	60
CNT-IDX-0001818	50	NUM	p008-c02	61
CNT-IDX-0001818	577	NUM	p008-c02	61
CNT-IDX-0001818	Claudius	OTHER	p008-c02	61
CNT-IDX-0001819	50	NUM	p008-c02	62
CNT-IDX-0001819	54	NUM	p008-c02	62
CNT-IDX-0001819	clausibili	OTHER	p008-c02	62
CNT-IDX-0001820	25.58	OTHER	p008-c02	63
CNT-IDX-0001820	clausile	OTHER	p008-c02	63
CNT-IDX-0001821	26	NUM	p008-c02	64
CNT-IDX-0001821	52	NUM	p008-c02	64
CNT-IDX-0001821	elausit	OTHER	p008-c02	64
CNT-IDX-0001821	4	NUM	p008-c02	64
CNT-IDX-0001822	26	NUM	p008-c02	65
CNT-IDX-0001822	45	NUM	p008-c02	65
CNT-IDX-0001822	claustrur	OTHER	p008-c02	65
CNT-IDX-0001823	24	NUM	p008-c02	66
CNT-IDX-0001823	46?	OTHER	p008-c02	66
CNT-IDX-0001823	elavis	OTHER	p008-c02	66
CNT-IDX-0001823	à(	OTHER	p008-c02	66
CNT-IDX-0001824	89	NUM	p008-c02	67
CNT-IDX-0001824	£6	OTHER	p008-c02	67
CNT-IDX-0001824	clavus	OTHER	p008-c02	67
CNT-IDX-0001824	3	NUM	p008-c02	67
CNT-IDX-0001825	6	NUM	p008-c02	68
CNT-IDX-0001825	59	NUM	p008-c02	68
CNT-IDX-0001825	clemens	OTHER	p008-c02	68
CNT-IDX-0001826	22	NUM	p008-c02	69
CNT-IDX-0001826	01!	OTHER	p008-c02	69
CNT-IDX-0001826	*	MARK	p008-c02	69
CNT-IDX-0001826	clemens	OTHER	p008-c02	69
CNT-IDX-0001827	20	NUM	p008-c02	70
CNT-IDX-0001827	53	NUM	p008-c02	70
CNT-IDX-0001827	*	MARK	p008-c02	70
CNT-IDX-0001827	clemens	OTHER	p008-c02	70
CNT-IDX-0001828	20	NUM	p008-c02	71
CNT-IDX-0001828	65	NUM	p008-c02	71
CNT-IDX-0001828	clementi:	OTHER	p008-c02	71
CNT-IDX-0001829	75	NUM	p008-c02	72
CNT-IDX-0001829	01?	OTHER	p008-c02	72
CNT-IDX-0001829	elementi:	OTHER	p008-c02	72
CNT-IDX-0001830	15	NUM	p008-c02	73
CNT-IDX-0001830	89	NUM	p008-c02	73
CNT-IDX-0001830	°	MARK	p008-c02	73
CNT-IDX-0001830	clementi?	OTHER	p008-c02	73
CNT-IDX-0001831	95	NUM	p008-c02	74
CNT-IDX-0001831	59	NUM	p008-c02	74
CNT-IDX-0001831	134	NUM	p008-c02	74
CNT-IDX-0001831	95	NUM	p008-c02	74
CNT-IDX-0001831	60	NUM	p008-c02	74
CNT-IDX-0001831	5	NUM	p008-c02	74
CNT-IDX-0001831	08	NUM	p008-c02	74
CNT-IDX-0001831	3	NUM	p008-c02	74
CNT-IDX-0001831	81,70	NUMPAIR	p008-c02	74
CNT-IDX-0001831	77	NUM	p008-c02	74
CNT-IDX-0001831	;	SEP	p008-c02	74
CNT-IDX-0001831	10,5	NUMPAIR	p008-c02	74
CNT-IDX-0001832	89,1	NUMPAIR	p008-c03	7
CNT-IDX-0001832	112	NUM	p008-c03	7
CNT-IDX-0001832	69	NUM	p008-c03	7
CNT-IDX-0001832	23	NUM	p008-c03	7
CNT-IDX-0001832	219	NUM	p008-c03	7
CNT-IDX-0001832	;	SEP	p008-c03	7
CNT-IDX-0001832	121.	OTHER	p008-c03	7
CNT-IDX-0001832	Of:	OTHER	p008-c03	7
CNT-IDX-0001832	13	NUM	p008-c03	7
CNT-IDX-0001832	114	NUM	p008-c03	7
CNT-IDX-0001832	14	NUM	p008-c03	7
CNT-IDX-0001832	51	NUM	p008-c03	7
CNT-IDX-0001832	70	NUM	p008-c03	7
CNT-IDX-0001832	106	NUM	p008-c03	7
CNT-IDX-0001832	95	NUM	p008-c03	7
CNT-IDX-0001832	106	NUM	p008-c03	7
CNT-IDX-0001832	97	NUM	p008-c03	7
CNT-IDX-0001833	106	NUM	p008-c03	20
CNT-IDX-0001833	95	NUM	p008-c03	20
CNT-IDX-0001834	106	NUM	p008-c03	21
CNT-IDX-0001834	96	NUM	p008-c03	21
CNT-IDX-0001834	7	NUM	p008-c03	21
CNT-IDX-0001834	91	NUM	p008-c03	21
CNT-IDX-0001834	44	NUM	p008-c03	21
CNT-IDX-0001835	73	NUM	p008-c03	28
CNT-IDX-0001835	75	NUM	p008-c03	28
CNT-IDX-0001835	°	MARK	p008-c03	28
CNT-IDX-0001836	112	NUM	p008-c03	29
CNT-IDX-0001836	45	NUM	p008-c03	29
CNT-IDX-0001836	105	NUM	p008-c03	29
CNT-IDX-0001836	6?	OTHER	p008-c03	29
CNT-IDX-0001836	105	NUM	p008-c03	29
CNT-IDX-0001836	6	NUM	p008-c03	29
CNT-IDX-0001837	25	NUM	p008-c03	36
CNT-IDX-0001837	38	NUM	p008-c03	36
CNT-IDX-0001837	5	NUM	p008-c03	36
CNT-IDX-0001837	30	NUM	p008-c03	36
CNT-IDX-0001838	25	NUM	p008-c03	40
CNT-IDX-0001838	32	NUM	p008-c03	40
CNT-IDX-0001838	5	NUM	p008-c03	40
CNT-IDX-0001838	31	NUM	p008-c03	40
CNT-IDX-0001839	34	NUM	p008-c03	43
CNT-IDX-0001839	36	NUM	p008-c03	43
CNT-IDX-0001840	25	NUM	p008-c03	44
CNT-IDX-0001840	35	NUM	p008-c03	44
CNT-IDX-0001840	91	NUM	p008-c03	44
CNT-IDX-0001840	6	NUM	p008-c03	44
CNT-IDX-0001840	69	NUM	p008-c03	44
CNT-IDX-0001840	959	NUM	p008-c03	44
CNT-IDX-0001840	6	NUM	p008-c03	44
CNT-IDX-0001840	75	NUM	p008-c03	44
CNT-IDX-0001840	56	NUM	p008-c03	44
CNT-IDX-0001840	80	NUM	p008-c03	44
CNT-IDX-0001840	56	NUM	p008-c03	44
CNT-IDX-0001840	81	NUM	p008-c03	44
CNT-IDX-0001841	19,91	NUMPAIR	p008-c03	56
CNT-IDX-0001841	*	MARK	p008-c03	56
CNT-IDX-0001842	94,59	NUMPAIR	p008-c03	57
CNT-IDX-0001843	66	NUM	p008-c03	59
CNT-IDX-0001843	70	NUM	p008-c03	59
CNT-IDX-0001843	66	NUM	p008-c03	59
CNT-IDX-0001843	11	NUM	p008-c03	59
CNT-IDX-0001843	28	NUM	p008-c03	59
CNT-IDX-0001843	46	NUM	p008-c03	59
CNT-IDX-0001843	38	NUM	p008-c03	59
CNT-IDX-0001843	47	NUM	p008-c03	59
CNT-IDX-0001843	;	SEP	p008-c03	59
CNT-IDX-0001843	94,418	NUMPAIR	p008-c03	59
CNT-IDX-0001844	28,52	NUMPAIR	p008-c03	66
CNT-IDX-0001845	28	NUM	p008-c03	67
CNT-IDX-0001845	52"	OTHER	p008-c03	67
CNT-IDX-0001846	5!	OTHER	p008-c03	68
CNT-IDX-0001847	28,48	NUMPAIR	p008-c03	69
CNT-IDX-0001848	59	NUM	p008-c03	71
CNT-IDX-0001848	15	NUM	p008-c03	71
CNT-IDX-0001848	28,45	NUMPAIR	p008-c03	71
CNT-IDX-0001848	28	NUM	p008-c03	71
CNT-IDX-0001848	50	NUM	p008-c03	71
CNT-IDX-0001848	89	NUM	p008-c03	71
CNT-IDX-0001848	94	NUM	p008-c03	71
CNT-IDX-0001848	9	NUM	p008-c03	71
CNT-IDX-0001848	03	NUM	p008-c03	71
CNT-IDX-0001848	50	NUM	p008-c03	71
CNT-IDX-0001848	85	NUM	p008-c03	71
CNT-IDX-0001848	0	NUM	p008-c03	71
CNT-IDX-0001848	81	NUM	p008-c03	71
CNT-IDX-0001848	3	NUM	p008-c03	71
CNT-IDX-0001848	50.	OTHER	p008-c03	71
CNT-IDX-0001848	85	NUM	p008-c03	71
CNT-IDX-0001848	00	NUM	p008-c03	71
CNT-IDX-0001848	84	NUM	p008-c03	71
CNT-IDX-0001848	0	NUM	p008-c03	71
CNT-IDX-0001848	82	NUM	p008-c03	71
CNT-IDX-0001849	50	NUM	p008-c03	90
CNT-IDX-0001849	89	NUM	p008-c03	90
CNT-IDX-0001849	6	NUM	p008-c03	90
CNT-IDX-0001849	33	NUM	p008-c03	90
CNT-IDX-0001849	89.	OTHER	p008-c03	90
CNT-IDX-0001849	50	NUM	p008-c03	90
CNT-IDX-0001849	;	SEP	p008-c03	90
CNT-IDX-0001849	82.88	OTHER	p008-c03	90
CNT-IDX-0001850	59	NUM	p008-c03	97
CNT-IDX-0001850	52	NUM	p008-c03	97
CNT-IDX-0001851	58	NUM	p008-c03	98
CNT-IDX-0001851	55	NUM	p008-c03	98
CNT-IDX-0001851	^	MARK	p008-c03	98
CNT-IDX-0001851	20	NUM	p008-c03	98
CNT-IDX-0001852	128	NUM	p009-c00	2
CNT-IDX-0001852	14	NUM	p009-c00	2
CNT-IDX-0001853	5	NUM	p009-c00	3
CNT-IDX-0001854	59	NUM	p009-c00	5
CNT-IDX-0001854	58	NUM	p009-c00	5
CNT-IDX-0001855	115	NUM	p009-c00	9
CNT-IDX-0001855	85	NUM	p009-c00	9
CNT-IDX-0001856	77	NUM	p009-c00	10
CNT-IDX-0001856	79	NUM	p009-c00	10
CNT-IDX-0001857	107	NUM	p009-c00	11
CNT-IDX-0001857	36	NUM	p009-c00	11
CNT-IDX-0001858	55	NUM	p009-c00	12
CNT-IDX-0001858	38	NUM	p009-c00	12
CNT-IDX-0001859	60	NUM	p009-c00	13
CNT-IDX-0001859	25	NUM	p009-c00	13
CNT-IDX-0001860	128	NUM	p009-c00	14
CNT-IDX-0001860	13	NUM	p009-c00	14
CNT-IDX-0001861	120,16	NUMPAIR	p009-c00	15
CNT-IDX-0001861	;	SEP	p009-c00	15
CNT-IDX-0001862	120	NUM	p009-c00	16
CNT-IDX-0001862	15	NUM	p009-c00	16
CNT-IDX-0001862	;	SEP	p009-c00	16
CNT-IDX-0001863	56	NUM	p009-c00	17
CNT-IDX-0001863	2	NUM	p009-c00	17
CNT-IDX-0001864	36	NUM	p009-c00	18
CNT-IDX-0001864	3	NUM	p009-c00	18
CNT-IDX-0001865	58	NUM	p009-c00	19
CNT-IDX-0001865	85	NUM	p009-c00	19
CNT-IDX-0001866	66	NUM	p009-c00	20
CNT-IDX-0001866	72	NUM	p009-c00	20
CNT-IDX-0001867	57	NUM	p009-c00	21
CNT-IDX-0001867	69	NUM	p009-c00	21
CNT-IDX-0001867	;	SEP	p009-c00	21
CNT-IDX-0001867	6(	OTHER	p009-c00	21
CNT-IDX-0001868	57	NUM	p009-c00	22
CNT-IDX-0001868	69	NUM	p009-c00	22
CNT-IDX-0001868	°	MARK	p009-c00	22
CNT-IDX-0001868	;	SEP	p009-c00	22
CNT-IDX-0001868	66	NUM	p009-c00	22
CNT-IDX-0001869	101	NUM	p009-c00	23
CNT-IDX-0001869	2	NUM	p009-c00	23
CNT-IDX-0001870	77	NUM	p009-c00	24
CNT-IDX-0001870	61	NUM	p009-c00	24
CNT-IDX-0001871	77	NUM	p009-c00	25
CNT-IDX-0001871	62	NUM	p009-c00	25
CNT-IDX-0001872	77	NUM	p009-c00	26
CNT-IDX-0001872	61	NUM	p009-c00	26
CNT-IDX-0001873	77	NUM	p009-c00	27
CNT-IDX-0001873	60	NUM	p009-c00	27
CNT-IDX-0001874	79	NUM	p009-c00	28
CNT-IDX-0001874	5	NUM	p009-c00	28
CNT-IDX-0001875	115	NUM	p009-c00	29
CNT-IDX-0001875	8	NUM	p009-c00	29
CNT-IDX-0001876	115	NUM	p009-c00	30
CNT-IDX-0001876	8	NUM	p009-c00	30
CNT-IDX-0001877	57	NUM	p009-c00	31
CNT-IDX-0001877	66	NUM	p009-c00	31
CNT-IDX-0001878	113	NUM	p009-c00	32
CNT-IDX-0001878	81	NUM	p009-c00	32
CNT-IDX-0001879	38	NUM	p009-c00	33
CNT-IDX-0001879	81	NUM	p009-c00	33
CNT-IDX-0001880	115	NUM	p009-c00	34
CNT-IDX-0001880	87	NUM	p009-c00	34
CNT-IDX-0001881	115	NUM	p009-c00	35
CNT-IDX-0001881	67	NUM	p009-c00	35
CNT-IDX-0001881	°	MARK	p009-c00	35
CNT-IDX-0001882	50	NUM	p009-c00	36
CNT-IDX-0001882	67	NUM	p009-c00	36
CNT-IDX-0001883	88	NUM	p009-c00	37
CNT-IDX-0001883	22	NUM	p009-c00	37
CNT-IDX-0001884	88	NUM	p009-c00	38
CNT-IDX-0001884	23	NUM	p009-c00	38
CNT-IDX-0001885	77	NUM	p009-c00	39
CNT-IDX-0001885	49	NUM	p009-c00	39
CNT-IDX-0001886	50	NUM	p009-c00	40
CNT-IDX-0001886	68	NUM	p009-c00	40
CNT-IDX-0001887	50	NUM	p009-c00	41
CNT-IDX-0001887	90	NUM	p009-c00	41
CNT-IDX-0001888	115	NUM	p009-c00	42
CNT-IDX-0001888	52	NUM	p009-c00	42
CNT-IDX-0001889	115	NUM	p009-c00	43
CNT-IDX-0001889	51	NUM	p009-c00	43
CNT-IDX-0001890	115	NUM	p009-c00	44
CNT-IDX-0001891	16	NUM	p009-c00	45
CNT-IDX-0001891	78	NUM	p009-c00	45
CNT-IDX-0001892	91	NUM	p009-c00	46
CNT-IDX-0001892	52	NUM	p009-c00	46
CNT-IDX-0001893	69	NUM	p009-c00	47
CNT-IDX-0001893	81	NUM	p009-c00	47
CNT-IDX-0001894	97	NUM	p009-c00	48
CNT-IDX-0001894	28	NUM	p009-c00	48
CNT-IDX-0001895	29,5	NUMPAIR	p009-c00	49
CNT-IDX-0001896	69	NUM	p009-c00	50
CNT-IDX-0001896	80	NUM	p009-c00	50
CNT-IDX-0001896	;	SEP	p009-c00	50
CNT-IDX-0001896	73	NUM	p009-c00	50
CNT-IDX-0001897	86	NUM	p009-c00	51
CNT-IDX-0001897	58	NUM	p009-c00	51
CNT-IDX-0001897	°	MARK	p009-c00	51
CNT-IDX-0001898	36	NUM	p009-c00	52
CNT-IDX-0001898	5	NUM	p009-c00	52
CNT-IDX-0001899	46	NUM	p009-c00	53
CNT-IDX-0001899	37	NUM	p009-c00	53
CNT-IDX-0001900	46	NUM	p009-c00	54
CNT-IDX-0001900	33	NUM	p009-c00	54
CNT-IDX-0001901	94	NUM	p009-c00	55
CNT-IDX-0001901	43	NUM	p009-c00	55
CNT-IDX-0001902	47	NUM	p009-c00	56
CNT-IDX-0001902	90	NUM	p009-c00	56
CNT-IDX-0001902	*	MARK	p009-c00	56
CNT-IDX-0001903	29	NUM	p009-c00	57
CNT-IDX-0001903	L	SIGLA	p009-c00	57
CNT-IDX-0001903	°	MARK	p009-c00	57
CNT-IDX-0001904	29	NUM	p009-c00	58
CNT-IDX-0001904	4	NUM	p009-c00	58
CNT-IDX-0001905	67	NUM	p009-c00	59
CNT-IDX-0001905	53	NUM	p009-c00	59
CNT-IDX-0001906	67	NUM	p009-c00	60
CNT-IDX-0001906	52	NUM	p009-c00	60
CNT-IDX-0001907	70	NUM	p009-c00	61
CNT-IDX-0001907	12	NUM	p009-c00	61
CNT-IDX-0001908	70	NUM	p009-c00	62
CNT-IDX-0001908	57	NUM	p009-c00	62
CNT-IDX-0001909	115	NUM	p009-c00	65
CNT-IDX-0001909	48	NUM	p009-c00	65
CNT-IDX-0001910	98	NUM	p009-c00	66
CNT-IDX-0001910	58	NUM	p009-c00	66
CNT-IDX-0001911	98	NUM	p009-c00	67
CNT-IDX-0001911	57	NUM	p009-c00	67
CNT-IDX-0001912	98	NUM	p009-c00	68
CNT-IDX-0001912	56	NUM	p009-c00	68
CNT-IDX-0001913	109	NUM	p009-c00	69
CNT-IDX-0001913	60	NUM	p009-c00	69
CNT-IDX-0001914	115	NUM	p009-c00	70
CNT-IDX-0001914	88	NUM	p009-c00	70
CNT-IDX-0001915	103	NUM	p009-c00	71
CNT-IDX-0001915	57	NUM	p009-c00	71
CNT-IDX-0001916	103	NUM	p009-c00	72
CNT-IDX-0001916	56	NUM	p009-c00	72
CNT-IDX-0001917	1095	NUM	p009-c00	73
CNT-IDX-0001917	46	NUM	p009-c00	73
CNT-IDX-0001918	59	NUM	p009-c00	74
CNT-IDX-0001918	30	NUM	p009-c00	74
CNT-IDX-0001919	95	NUM	p009-c00	76
CNT-IDX-0001919	35	NUM	p009-c00	76
CNT-IDX-0001920	95	NUM	p009-c00	77
CNT-IDX-0001920	38	NUM	p009-c00	77
CNT-IDX-0001920	*	MARK	p009-c00	77
CNT-IDX-0001920	1159,05"	OTHER	p009-c00	77
CNT-IDX-0001920	codices	OTHER	p009-c00	77
CNT-IDX-0001920	95	NUM	p009-c00	77
CNT-IDX-0001920	36	NUM	p009-c00	77
CNT-IDX-0001921	95	NUM	p009-c01	2
CNT-IDX-0001921	37	NUM	p009-c01	2
CNT-IDX-0001921	1150,52"	OTHER	p009-c01	2
CNT-IDX-0001921	coémit	OTHER	p009-c01	2
CNT-IDX-0001921	26	NUM	p009-c01	2
CNT-IDX-0001921	90	NUM	p009-c01	2
CNT-IDX-0001921	51	NUM	p009-c01	2
CNT-IDX-0001921	co&mit	OTHER	p009-c01	2
CNT-IDX-0001921	26,94	NUMPAIR	p009-c01	2
CNT-IDX-0001922	89	NUM	p009-c01	7
CNT-IDX-0001922	17	NUM	p009-c01	7
CNT-IDX-0001923	75	NUM	p009-c01	9
