source_column	line_no	reason	line
p038-c02	79	NO_MATCH	"alum 9-£, 70°; 100, 44 dixeru
p038-c02	81	NO_MATCH	51,84 tibus |
p038-c03	1	NO_MATCH	f
p038-c03	2	NO_MATCH	]
p038-c03	3	NO_MATCH	:
p038-c03	4	NO_MATCH	L
p038-c03	5	NO_MATCH	50, 66%
p038-c03	6	NO_MATCH	AT, 85
p038-c03	9	NO_MATCH	ü 71,73
p038-c03	10	NO_MATCH	9, 56
p038-c03	11	NO_MATCH	i, 1
p038-c03	13	NO_MATCH	, 95
p038-c03	14	NO_MATCH	48, 54
p038-c03	15	NO_MATCH	9, 48
p038-c03	16	NO_MATCH	16,1 |
p038-c03	17	NO_MATCH	74, 91 !
p038-c03	19	NO_MATCH	6, 14
p038-c03	20	NO_MATCH	35, 66
p038-c03	22	NO_MATCH	7, 25
p038-c03	23	NO_MATCH	35, 9
p038-c03	24	NO_MATCH	23, 80
p038-c03	25	NO_MATCH	16, 44 i
p038-c03	30	NO_MATCH	24, 20
p038-c03	31	NO_MATCH	24, 10
p038-c03	33	NO_MATCH	19, 99
p038-c03	36	NO_MATCH	3, 98
p038-c03	37	NO_MATCH	5, 63
p038-c03	38	NO_MATCH	1 45,91
p038-c03	39	NO_MATCH	46, 2
p038-c03	40	NO_MATCH	0, 662
p038-c03	41	NO_MATCH	50, 663
p038-c03	42	NO_MATCH	80, 35
p038-c03	43	NO_MATCH	80, 56
p038-c03	45	NO_MATCH	73, 37
p038-c03	46	NO_MATCH	24, 50?
p038-c03	47	NO_MATCH	iblica, 5, 67
p038-c03	48	NO_MATCH	(1, 33
p038-c03	50	NO_MATCH	71, $412
p038-c03	51	NO_MATCH	29, 28
p038-c03	53	NO_MATCH	8
p038-c03	54	NO_MATCH	90
p038-c03	55	NO_MATCH	$4
p038-c03	56	NO_MATCH	(S1
p038-c03	60	NO_MATCH	rivatarum $59, 98
p038-c03	62	NO_MATCH	Autos
p038-c03	63	NO_MATCH	01
p038-c03	64	NO_MATCH	63, 100
p038-c03	65	NO_MATCH	S0, 86
p038-c03	66	NO_MATCH	SQ, 87
p038-c03	67	NO_MATCH	82,74
p038-c03	68	NO_MATCH	82, 74
p038-c03	69	NO_MATCH	21, 85
p038-c03	70	NO_MATCH	(02, 00
p038-c03	71	NO_MATCH	S8R
p038-c03	72	NO_MATCH	6, 91
p038-c03	73	NO_MATCH	"unt, nobis absenti-
p038-c03	75	NO_MATCH	"unt, nobis inferius
p038-c03	77	NO_MATCH	"unt, nobis praesen-
p038-c03	79	NO_MATCH	a7
p039-c00	1	NO_MATCH	rescripserunt, nobis s
p039-c00	55	NO_MATCH	resuit $3, 57
p039-c01	1	NO_MATCH	uperius , reticula 110, 28
p039-c01	71	NO_MATCH	, revolat 75, 95°
p039-c02	1	NO_MATCH	108 :
p039-c02	16	NO_MATCH	(rim 14, 64
p039-c02	21	NO_MATCH	"riorum 16,9
p039-c02	59	NO_MATCH	33; 124, 72; 125, 32
p039-c02	60	NO_MATCH	131, 37
p039-c02	64	NO_MATCH	109 | rubiginosum 105, 2
p039-c02	74	NO_MATCH	24* vudentis 110, 24
p039-c02	75	NO_MATCH	rudis p. puit praes.)
p039-c03	10	NO_MATCH	75, 73
p039-c03	29	NO_MATCH	s
p039-c03	33	NO_MATCH	;| sabbato 130, 108
p039-c03	34	NO_MATCH	)|sabbatorum 118, 48”; 123,
p039-c03	35	NO_MATCH	257; 130, 109
p039-c03	37	NO_MATCH	> | Sabellius 118, 50°
p039-c03	54	NO_MATCH	10; 131, 79
p039-c03	55	NO_MATCH	,| Saduceae 120, 11
p039-c03	56	NO_MATCH	;| sae 18, 17
p039-c03	61	NO_MATCH	saepenumero, patres cou- |
p039-c03	62	NO_MATCH	scripti, 20, 96 |
p040-c00	2	NO_MATCH	[
p040-c00	15	NO_MATCH	125, 75; 131, 63 8i
p040-c00	22	NO_MATCH	127, 69; 129,18 8i
p040-c00	25	NO_MATCH	. 124,145;125,07; 121,88 | 8
p040-c00	35	NO_MATCH	Salubinus (?) 119, 82° 5
p040-c00	45	NO_MATCH	Samaritanus48,6*; 119,31? | s
p040-c00	48	NO_MATCH	Samonstralia v. Samothracia E
p040-c00	50	NO_MATCH	Samothracia [se. vasa] 96,26 | &
p040-c00	51	NO_MATCH	Samothracia [sc. insula] 96, s
p040-c00	52	NO_MATCH	[ 27 | 8
p040-c00	53	NO_MATCH	Samsius (?) 119,82; 195,58 s
p040-c00	55	NO_MATCH	125,57, 131, 93 8
p040-c00	57	NO_MATCH	125,62; 131, 92 E
p040-c00	58	NO_MATCH	! sancit 55, 74 E
p040-c00	66	NO_MATCH	sandalia $9, 39 E
p040-c00	73	NO_MATCH	sanos vos audire vel videre | E
p040-c00	78	NO_MATCH	Comm. not. tir.
p040-c01	1	NO_MATCH	—- 0409 -
p040-c01	8	NO_MATCH	ara (v. Sarra, Sarrai) 124, | scam
p040-c01	10	NO_MATCH	84; 125, 47; 127, 49; | scanc
p040-c01	11	NO_MATCH	- 15f, 52 scanc
p040-c01	25	NO_MATCH	ürmatus 86, 5 seelu
p040-c01	29	NO_MATCH	usit $0, 83 scerb
p040-c01	71	NO_MATCH	'caevola 111, 47 scrol
p040-c02	17	NO_MATCH	"um 92, 79 Scyphiu:
p040-c02	18	NO_MATCH	5 102, 49 scyphus
p040-c02	27	NO_MATCH	. 106, 61 Secepit |
p040-c02	30	NO_MATCH	ihta v. scribilita secessit
p040-c02	40	NO_MATCH	; 82, 66 | secunda
p040-c02	44	NO_MATCH	4, 139; 1231, 104 | secundus
p040-c02	46	NO_MATCH	21, 83 securicw
p040-c02	57	NO_MATCH	21, 84 sedecim
p040-c02	58	NO_MATCH	18, 97 sedet 3
p040-c02	68	NO_MATCH	18, 103 . sedulus
p040-c02	70	NO_MATCH	là 19, D sed nt |
p040-c02	80	NO_MATCH	ves O1, 86 segnities
p040-c03	1	NO_MATCH	© To, 100
p040-c03	2	NO_MATCH	(11, 97
p040-c03	3	NO_MATCH	111,98
p040-c03	4	NO_MATCH	2,7
p040-c03	5	NO_MATCH	62,8
p040-c03	6	NO_MATCH	(08. BB
p040-c03	7	NO_MATCH	102, 55
p040-c03	8	NO_MATCH	92, 52
p040-c03	9	NO_MATCH	02, 54
p040-c03	10	NO_MATCH	96, 34
p040-c03	11	NO_MATCH	(7, 64*; 96, 55
p040-c03	12	NO_MATCH	9, 31
p040-c03	15	NO_MATCH	rn. Serpio
p040-c03	16	NO_MATCH	91,1
p040-c03	17	NO_MATCH	8b, 9
p040-c03	19	NO_MATCH	86, 8
p040-c03	20	NO_MATCH	;18,9
p040-c03	21	NO_MATCH	, 66
p040-c03	22	NO_MATCH	4, 3
p040-c03	23	NO_MATCH	L1, 10
p040-c03	24	NO_MATCH	(0, 75^
p040-c03	25	NO_MATCH	89, 42
p040-c03	26	NO_MATCH	85, 43
p040-c03	27	NO_MATCH	11, 24
p040-c03	28	NO_MATCH	n OT, 49
p040-c03	29	NO_MATCH	97, 47
p040-c03	30	NO_MATCH	97, 48
p040-c03	31	NO_MATCH	49, 26
p040-c03	32	NO_MATCH	10-4, 10
p040-c03	33	NO_MATCH	04, 9
p040-c03	34	NO_MATCH	9 08
p040-c03	37	NO_MATCH	n rerum naturam
p040-c03	38	NO_MATCH	)
p040-c03	39	NO_MATCH	57, 63; 61, 15
p040-c03	42	NO_MATCH	38. 54
p040-c03	43	NO_MATCH	(08, 68^?
p040-c03	44	NO_MATCH	58, 68
p040-c03	45	NO_MATCH	.. 86
p040-c03	46	NO_MATCH	94, 13
p040-c03	47	NO_MATCH	n
p040-c03	48	NO_MATCH	» 4T
p040-c03	49	NO_MATCH	.1, 80
p040-c03	50	NO_MATCH	61. 40
p040-c03	54	NO_MATCH	, 39
p040-c03	55	NO_MATCH	90, 44
p040-c03	57	NO_MATCH	.48
p040-c03	59	NO_MATCH	1.206
p040-c03	60	NO_MATCH	50, 40°
p040-c03	61	NO_MATCH	, 19 )
p040-c03	62	NO_MATCH	7,91
p040-c03	63	NO_MATCH	MBIU
p040-c03	65	NO_MATCH	o1. 907
p040-c03	68	NO_MATCH	8. 18
p040-c03	69	NO_MATCH	SSH
p040-c03	71	NO_MATCH	EUROPAS
p040-c03	73	NO_MATCH	19. G1
p040-c03	74	NO_MATCH	"us S6. 26
p040-c03	75	NO_MATCH	zs '
p040-c03	76	NO_MATCH	L
p040-c03	77	NO_MATCH	4
p041-c00	14	NO_MATCH	14; 127, 32; 131
p041-c00	19	NO_MATCH	seumetrum (i.e. sen
p041-c00	20	NO_MATCH	90, 53
p041-c00	34	NO_MATCH	sempiterna saecula '
p041-c00	41	NO_MATCH	senatus populi plebis
p041-c00	43	NO_MATCH	senatus populus R
p041-c00	44	NO_MATCH	36, 45
p041-c00	45	NO_MATCH	senatus populusque R
p041-c00	46	NO_MATCH	36, 46
p041-c00	71	NO_MATCH	septemvir epulonum
p041-c00	73	NO_MATCH	septemvini capitales
p041-c01	4	NO_MATCH	195 | septmma feria 123, 232
p041-c01	7	NO_MATCH	72 | Septimius 118, 57
p041-c01	11	NO_MATCH	1 septingenta milia 61, 8.
p041-c01	13	NO_MATCH	7; 125, | septizonium 98, 33
p041-c01	14	NO_MATCH	,16 septuaginta 61, 49
p041-c01	19	NO_MATCH	etrum) | sequacitas 30, 13*
p041-c01	26	NO_MATCH	132,178
p041-c01	34	NO_MATCH	fj, 13* | series 91, 44
p041-c01	38	NO_MATCH	12 sermocinatur 26, 10
p041-c01	40	NO_MATCH	, 90 sero 75, 59
p041-c01	41	NO_MATCH	que Ro- | serotinus 75, 60
p041-c01	43	NO_MATCH	omanus | serpilastrnm 83, 44
p041-c01	45	NO_MATCH	omanus | serpsit 83, 42
p041-c01	58	NO_MATCH	1, 7* sesqui contra v. siquis co
p041-c01	59	NO_MATCH	!sesquilibra 101, 76
p041-c01	60	NO_MATCH	»sessus 50, 94
p041-c01	62	NO_MATCH	, Sestertiarius 40, 86
p041-c01	63	NO_MATCH	! sestertium. 40, 84
p041-c01	65	NO_MATCH	,set 15,47
p041-c01	68	NO_MATCH	49; 125,5; 1931, 7
p041-c01	69	NO_MATCH	8" setigerum 98, 8
p041-c01	71	NO_MATCH	36, 93 sen 2, 84
p041-c01	72	NO_MATCH	seumisti consperamen v. s
p041-c01	73	NO_MATCH	36, 82 | mysticum spiramen
p041-c02	1	NO_MATCH	Au —-—
p041-c02	6	NO_MATCH	! sexaginta milia 61, 75
p041-c02	12	NO_MATCH	) — sex partes 60, 78*
p041-c02	16	NO_MATCH	6 sextarium. 90, 45
p041-c02	17	NO_MATCH	, sextodecimus 61, 24°
p041-c02	22	NO_MATCH	sibà 2, 96
p041-c02	26	NO_MATCH	20; sibimet 91, 25
p041-c02	39	NO_MATCH	sicut, 2, 24
p041-c02	40	NO_MATCH	sicutà 2, 25
p041-c02	50	NO_MATCH	signes v. segnis
p041-c02	65	NO_MATCH	, 87 | silvester 106, 33
p041-c02	68	NO_MATCH	124, sim 9, 100
p041-c02	71	NO_MATCH	124,73; 125,33; 127,40
p041-c02	72	NO_MATCH	131, 38
p041-c02	73	NO_MATCH	ym- | simia 108, 98
p041-c03	8	NO_MATCH	: simul 39, 34 |
p041-c03	12	NO_MATCH	! sinapis 92, 82
p041-c03	47	NO_MATCH	Simnas v. Synnas
p041-c03	64	NO_MATCH	31 potest 4, 69
p041-c03	69	NO_MATCH	; | siraphin v. seraphin
p041-c03	70	NO_MATCH	g | Sirenes 106, 56
p041-c03	71	NO_MATCH	sirieum r. sericum
p041-c03	75	NO_MATCH	]
p042-c00	15	NO_MATCH	sitit (4. e. sitis subst.) 104, 07 | s
p042-c00	16	NO_MATCH	; situla 101, 69 sc
p042-c00	54	NO_MATCH	' sollemnis 89, 83 sp
p042-c00	75	NO_MATCH	120; 125, 93; 129, 37; | sp
p042-c00	76	NO_MATCH	132, 152 | sp
p042-c01	1	NO_MATCH	—— Sly, -
p042-c01	3	NO_MATCH	opotamia (i e. Mesopota- | spomt
p042-c01	18	NO_MATCH	roreclatum (?) 98, 63 spum
p042-c02	10	NO_MATCH	19,1 stla 185,
p042-c02	14	NO_MATCH	94, 95 stolidus
p042-c02	18	NO_MATCH	us », Sturius stragulur
p042-c02	29	NO_MATCH	8, 90 strepit 8
p042-c02	38	NO_MATCH	18, 93 | strinxit |
p042-c02	40	NO_MATCH	24, 39 | strofiolun
p042-c02	43	NO_MATCH	1 10, 46 | structum
p042-c02	50	NO_MATCH	109, 53 studiosus
p042-c02	53	NO_MATCH	108, 56 stultitia |
p042-c02	54	NO_MATCH	1a 99, 66 , Stultus 6
p042-c02	56	NO_MATCH	) | 127, 16; 152, 172. stupet i0
p042-c02	61	NO_MATCH	bod, 81 Sturius 1
p042-c02	64	NO_MATCH	, 83, 32 j suadet 5:
p042-c02	65	NO_MATCH	24, 52 | suae s, 6
p042-c02	66	NO_MATCH	, 13 suam 8,:
p042-c02	67	NO_MATCH	95, 93 suapte 3:
p042-c02	69	NO_MATCH	91, 1 | suarum 3$
p042-c02	71	NO_MATCH	46, 48 suasit 53
p042-c02	73	NO_MATCH	89, 65 | suavissinn
p042-c03	2	NO_MATCH	I, Ba
p042-c03	3	NO_MATCH	5, 11
p042-c03	7	NO_MATCH	9, 70
p042-c03	8	NO_MATCH	, 69
p042-c03	9	NO_MATCH	ms
p042-c03	10	NO_MATCH	16
p042-c03	11	NO_MATCH	3, 99
p042-c03	12	NO_MATCH	15, £6
p042-c03	13	NO_MATCH	24
p042-c03	14	NO_MATCH	62, 14
p042-c03	16	NO_MATCH	102
p042-c03	17	NO_MATCH	d, 06
p042-c03	19	NO_MATCH	9, 9
p042-c03	24	NO_MATCH	54, 83
p042-c03	26	NO_MATCH	4, 82
p042-c03	27	NO_MATCH	3 OT, 88^
p042-c03	28	NO_MATCH	57, 83
p042-c03	29	NO_MATCH	9, +4
p042-c03	30	NO_MATCH	89, 45^
p042-c03	31	NO_MATCH	89, 47 |
p042-c03	32	NO_MATCH	65, 9
p042-c03	33	NO_MATCH	0, 23
p042-c03	34	NO_MATCH	0, 24
p042-c03	36	NO_MATCH	101,71
p042-c03	37	NO_MATCH	4, 97
p042-c03	38	NO_MATCH	1d, 8
p042-c03	39	NO_MATCH	, 61
p042-c03	40	NO_MATCH	1 01,064
p042-c03	41	NO_MATCH	97, 63
p042-c03	42	NO_MATCH	48, 62 i
p042-c03	43	NO_MATCH	65, 29
p042-c03	44	NO_MATCH	; 48
p042-c03	47	NO_MATCH	a, BE
p042-c03	48	NO_MATCH	114, 7
p042-c03	49	NO_MATCH	, it
p042-c03	50	NO_MATCH	21, 13
p042-c03	52	NO_MATCH	21, 12
p042-c03	53	NO_MATCH	32. 10
p042-c03	54	NO_MATCH	2
p042-c03	55	NO_MATCH	70, 81
p042-c03	56	NO_MATCH	sd
p042-c03	57	NO_MATCH	10, 86
p042-c03	58	NO_MATCH	85
p042-c03	59	NO_MATCH	92,7
p042-c03	60	NO_MATCH	12, 66
p042-c03	61	NO_MATCH	1s, £8
p042-c03	62	NO_MATCH	4d
p042-c03	63	NO_MATCH	9
p042-c03	64	NO_MATCH	j3
p042-c03	65	NO_MATCH	ORT
p042-c03	67	NO_MATCH	22b
p042-c03	68	NO_MATCH	4
p042-c03	69	NO_MATCH	E
p042-c03	71	NO_MATCH	28*
p043-c00	27	NO_MATCH	subideireo r. si idcir
p043-c00	36	NO_MATCH	subitillum v. sorbitil
p043-c01	4	NO_MATCH	60, 42 | subnutrit 75, 49”
p043-c01	12	NO_MATCH	subpinnulare rz. subpaenu
p043-c01	26	NO_MATCH	! subpressit 24, 21
p043-c01	27	NO_MATCH	co !subprimit 21, 11
p043-c01	30	NO_MATCH	. subradit 71, 92
p043-c01	36	NO_MATCH	lum — |subruit (pf.) 15, 78
p043-c01	41	NO_MATCH	2, 197 | subscripsit 7, 7
p043-c01	44	NO_MATCH	90, 58" subsequitur 30, 10
p043-c01	45	NO_MATCH	: | subsicivum 94, 21
p043-c01	57	NO_MATCH	| substitit 24, 59°
p043-c01	61	NO_MATCH	^ subtemen 99, 18
p043-c01	73	NO_MATCH	(subtraxit 35, 36
p043-c02	1	NO_MATCH	TA as
p043-c02	13	NO_MATCH	lare | subvénit 20, 47
p043-c02	24	NO_MATCH	4 succernit 25, 81
p043-c02	47	NO_MATCH	! sudat 70, 28
p043-c02	59	NO_MATCH	Suffonias v. Sophonias
p043-c02	67	NO_MATCH	suggerendo apostolico do
p043-c02	70	NO_MATCH	suggerendo gloriosissimo do.
p043-c03	56	NO_MATCH	supraseripti homines1 22,162
p043-c03	64	NO_MATCH	'|sus 8,16
p043-c03	66	NO_MATCH	-| suscepit 10, 76
p043-c03	69	NO_MATCH	- suscitat 32, 58 |
p043-c03	75	NO_MATCH	:
p044-c00	13	NO_MATCH	. sutrinum 83, 61 | (i
p044-c00	21	NO_MATCH	E ti
p044-c00	28	NO_MATCH	'syngraphe 76, 45 T
p044-c00	29	NO_MATCH	: Synnadicum 100, 93 T
p044-c00	38	NO_MATCH	t
p044-c00	39	NO_MATCH	m t
p044-c00	40	NO_MATCH	T. t
p044-c00	74	NO_MATCH	. tandem aliquando 4, 21 t
p044-c00	75	NO_MATCH	1 Comm. not. tir.
p044-c01	1	NO_MATCH	- 113
p044-c01	8	NO_MATCH	müllum 5, 29 tendi
p044-c01	24	NO_MATCH	aracia (Tarracina?) 83, 93 | tenui
p044-c01	28	NO_MATCH	are v. Thare tepef
p044-c01	48	NO_MATCH	auronünia85,66*; 108,31? | terra
p044-c01	49	NO_MATCH	‘aurominitanus 85,67; 108, | terra
p044-c01	51	NO_MATCH	31^ | Terr:
p044-c01	55	NO_MATCH	> 1,18; 18, 22 terre
p044-c02	6	NO_MATCH	. 6, OL testudo |
p044-c02	15	NO_MATCH	6, 49 Teucria
p044-c02	16	NO_MATCH	lerum (7, ¢.Ternodurum) | texit. 80,
p044-c02	17	NO_MATCH	, 89 texit. (
p044-c02	18	NO_MATCH	6, 60 textile 8
p044-c02	20	NO_MATCH	x9 12, 14 textrinun
p044-c02	30	NO_MATCH	69, 65 Thasium
p044-c02	32	NO_MATCH	69, 66 theatrali:
p044-c02	33	NO_MATCH	, 35; 61,6 theatrum
p044-c02	34	NO_MATCH	cus v, trierarchicus theca 11
p044-c02	39	NO_MATCH	. 48, 99 Theodoti
p044-c02	41	NO_MATCH	10, 61 | Theomna
p044-c02	47	NO_MATCH	31, 31 | "Thessali:
p044-c02	55	NO_MATCH	(54, 86 this 19,
p044-c02	61	NO_MATCH	.19, 6 thoracat
p044-c02	62	NO_MATCH	[feria 123, 228 thoragat
p044-c02	63	NO_MATCH	. pars 60, 70; 122, 189 | thorax f£
p044-c02	70	NO_MATCH	[8,25 Thybris
p044-c03	5	NO_MATCH	, 40
p044-c03	6	NO_MATCH	i1, 51
p044-c03	7	NO_MATCH	12,12
p044-c03	8	NO_MATCH	“58
p044-c03	10	NO_MATCH	5, 14
p044-c03	12	NO_MATCH	(120, 29; 124, 30
p044-c03	13	NO_MATCH	65, 64
p044-c03	14	NO_MATCH	8, 50
p044-c03	15	NO_MATCH	88, 50%
p044-c03	16	NO_MATCH	8
p044-c03	17	NO_MATCH	aes.) SO, 21
p044-c03	18	NO_MATCH	0, 24
p044-c03	19	NO_MATCH	3 98)
p044-c03	21	NO_MATCH	0, 93
p044-c03	22	NO_MATCH	aS
p044-c03	24	NO_MATCH	25, 127; 127, 14:
p044-c03	25	NO_MATCH	69
p044-c03	26	NO_MATCH	101, 87
p044-c03	27	NO_MATCH	20, 64
p044-c03	29	NO_MATCH	25, 22; 131, 50
p044-c03	30	NO_MATCH	101, 1
p044-c03	31	NO_MATCH	)9
p044-c03	32	NO_MATCH	; 106, 58
p044-c03	33	NO_MATCH	106, 57
p044-c03	34	NO_MATCH	1, 39
p044-c03	42	NO_MATCH	nes L18, 64
p044-c03	44	NO_MATCH	od, 64
p044-c03	47	NO_MATCH	, 86, 66
p044-c03	51	NO_MATCH	(4. 60
p044-c03	52	NO_MATCH	LOG, 13
p044-c03	53	NO_MATCH	), 13
p044-c03	54	NO_MATCH	p dit
p044-c03	55	NO_MATCH	48
p044-c03	56	NO_MATCH	n
p044-c03	57	NO_MATCH	Bi
p044-c03	58	NO_MATCH	121. 114; 124. 17:
p044-c03	59	NO_MATCH	35; 121, 12: 128,
p044-c03	60	NO_MATCH	3.107 |
p044-c03	62	NO_MATCH	us n, thoracatus
p044-c03	63	NO_MATCH	7, 26
p044-c03	64	NO_MATCH	12
p044-c03	65	NO_MATCH	85, 20
p044-c03	67	NO_MATCH	5. 18 |
p044-c03	68	NO_MATCH	12,27
p044-c03	69	NO_MATCH	62
p044-c03	70	NO_MATCH	13, 99
p044-c03	72	NO_MATCH	82. 6
p044-c03	73	NO_MATCH	112,98
p044-c03	74	NO_MATCH	106. 11
p044-c03	75	NO_MATCH	2a [
p045-c00	6	NO_MATCH	; Tiberius 38, 82
p045-c00	10	NO_MATCH	: Tiberius Gracchus
p045-c00	20	NO_MATCH	; tibimet ipse 91, 21
p045-c00	26	NO_MATCH	Tietini v. Ectini
p045-c00	27	NO_MATCH	Ticius v. Typhoeu:
p045-c00	31	NO_MATCH	)J tignum 100, 7
p045-c00	37	NO_MATCH	: Timarchides 118, €
p045-c00	49	NO_MATCH	26; 125, 131;
p045-c00	51	NO_MATCH	132, 173
p045-c00	53	NO_MATCH	; tinctile 50, 2
p045-c00	55	NO_MATCH	; tinctorium 50,3
p045-c01	2	NO_MATCH	. tondit 95, 25
p045-c01	3	NO_MATCH	‘tonitrum 72, 26
p045-c01	6	NO_MATCH	3, 79 tor 14, 85
p045-c01	7	NO_MATCH	118, 61 | torale 97, 29
p045-c01	12	NO_MATCH	jh | toreuma 97, 30
p045-c01	17	NO_MATCH	; | tormentum 48, 98
p045-c01	20	NO_MATCH	‘torpidum 56, 99
p045-c01	28	NO_MATCH	4; 124, | torum 14, 91; 18, 51
p045-c01	29	NO_MATCH	127, 17; | torns 97, 71
p045-c01	38	NO_MATCH	! totus orbis 52, 97
p045-c01	41	NO_MATCH	87 trabis 100, 9
p045-c01	42	NO_MATCH	86 tractat 35, 45
p045-c01	59	NO_MATCH	Traiumanus v. Trasun
p045-c01	62	NO_MATCH	), £5 | trames 110, 88
p045-c01	63	NO_MATCH	1235 | Tranquillus 118, 79
p045-c01	64	NO_MATCH	595 trans 1, 16
p045-c02	1	NO_MATCH	si s
p045-c02	18	NO_MATCH	! transiliit 13, 98
p045-c02	40	NO_MATCH	2, 98 | transseribit 6, 96
p045-c02	41	NO_MATCH	2, 99 | transseripsit. 7, 8
p045-c02	49	NO_MATCH	transverüt 28, 5*
p045-c02	58	NO_MATCH	10 | traxit 35, 29
p045-c02	60	NO_MATCH	ienus | Trebonius 118, 80
p045-c03	3	NO_MATCH	triarcus v. trierarchus
p045-c03	26	NO_MATCH	Tricipitinus Symphronius
p045-c03	27	NO_MATCH	118, 71
p045-c03	39	NO_MATCH	_triga 112, 75
p045-c03	42	NO_MATCH	(triginta milia 61, 72
p045-c03	58	NO_MATCH	. | tritienm 68, 7 |
p045-c03	66	NO_MATCH	iriumvir reipublicae —con-
p045-c03	70	NO_MATCH	8 | trivimm 38, 18^; 92, 52
p045-c03	71	NO_MATCH	irix'15, 81
p045-c03	72	NO_MATCH	Trix v. Thraex
p045-c03	76	NO_MATCH	i
p046-c00	1	NO_MATCH	trochilia (?) 110, 22 d
p046-c00	13	NO_MATCH	trugila v. truilla tv
p046-c00	31	NO_MATCH	tudit v. tutudit |
p046-c00	54	NO_MATCH	[turbat 49, 76 | wit
p046-c00	60	NO_MATCH	‘turguet 70, 47 | uli
p046-c00	61	NO_MATCH	;turguidus 70, 49 | uli
p046-c00	68	NO_MATCH	(turpis 42, 59 | uli
p046-c00	75	NO_MATCH	)
p046-c01	1	NO_MATCH	-———- 115 -
p046-c01	12	NO_MATCH	u |tudit 79, 80 umbr;
p046-c01	27	NO_MATCH	'rrhenum. 113, 83 una £
p046-c01	31	NO_MATCH	una [
p046-c01	32	NO_MATCH	" una |}
p046-c01	33	NO_MATCH	U. | unaqu
p046-c01	34	NO_MATCH	16, 58 una r
p046-c01	35	NO_MATCH	. 18, 53 unctoi
p046-c01	38	NO_MATCH	8 18, 34 uncus
p046-c01	41	NO_MATCH	12,97 undec
p046-c01	45	NO_MATCH	18, 60 undi
p046-c01	47	NO_MATCH	18, 35 undis
p046-c01	50	NO_MATCH	18,65 undun
p046-c01	51	NO_MATCH	'ernun 84, 62 | Unelli
p046-c01	52	NO_MATCH	18, 37; 19, 29 | ungell
p046-c01	53	NO_MATCH	18, 58; 19, 50 | ungue
p046-c01	56	NO_MATCH	; 15, 82 | uniani
p046-c01	58	NO_MATCH	18, 55 unieui
p046-c01	59	NO_MATCH	üseitur 89, 88 | nnicui
p046-c01	60	NO_MATCH	"us 111, 84 | unicus
p046-c01	61	NO_MATCH	"useulum 111, 85 aniget
p046-c02	4	NO_MATCH	54, 10*; 89, 96 | uorum 1
p046-c02	7	NO_MATCH	5, 61 ups 18,"
p046-c02	10	NO_MATCH	78, 95 uram 14
p046-c02	11	NO_MATCH	à 93, 35; 104, 88 uras 14,
p046-c02	21	NO_MATCH	113, 31 | wit 102,
p046-c02	23	NO_MATCH	118, 52 uro 14,7
p046-c02	25	NO_MATCH	», 69 usitatum
p046-c02	26	NO_MATCH	, 86 usopum :
p046-c02	33	NO_MATCH	: 80,1 usquequa
p046-c02	36	NO_MATCH	92, 72 ustrina 1
p046-c02	37	NO_MATCH	16,54 | ustulat 1
p046-c02	38	NO_MATCH	20, 67 | ustulatici
p046-c02	41	NO_MATCH	de plano recte legi | usura 24
p046-c02	43	NO_MATCH	14, 55 usurpat 2
p046-c02	45	NO_MATCH	14, 56 ut 2, 4
p046-c02	46	NO_MATCH	14, 53 utensilia
p046-c02	47	NO_MATCH	id, 54 uter 6, l
p046-c02	48	NO_MATCH	1 14,57 uterale 7
p046-c02	49	NO_MATCH	87, 66 | uterque €
p046-c02	52	NO_MATCH	[ 09, 86 uti adsol
p046-c02	53	NO_MATCH	103, 81 , Utica 84,
p046-c02	56	NO_MATCH	5, 95 utilis 24,
p046-c02	58	NO_MATCH	(5,81 | utique 2,
p046-c02	60	NO_MATCH	)9, 100 utitur 24
