source_column	line_no	reason	line
p024-c03	22	NO_MATCH	"DES
p024-c03	23	NO_MATCH	39
p024-c03	24	NO_MATCH	3, 90
p024-c03	25	NO_MATCH	4
p024-c03	26	NO_MATCH	38, 7%
p024-c03	27	NO_MATCH	, 94
p024-c03	28	NO_MATCH	3, 6
p024-c03	29	NO_MATCH	70
p024-c03	30	NO_MATCH	jd
p024-c03	31	NO_MATCH	64
p024-c03	32	NO_MATCH	0
p024-c03	33	NO_MATCH	, 85
p024-c03	34	NO_MATCH	94, 23
p024-c03	35	NO_MATCH	8, 9
p024-c03	36	NO_MATCH	,,96; 124, 14; 125,
p024-c03	37	NO_MATCH	31, 38
p024-c03	38	NO_MATCH	6, 75
p024-c03	39	NO_MATCH	86, 72
p024-c03	40	NO_MATCH	86, 78°; 124, 15
p024-c03	41	NO_MATCH	24, 20; 127, 41;
p024-c03	42	NO_MATCH	i?)
p024-c03	43	NO_MATCH	4,26
p024-c03	45	NO_MATCH	1, 25
p024-c03	46	NO_MATCH	21, 27
p024-c03	47	NO_MATCH	121, 79
p024-c03	48	NO_MATCH	21, 87; 128, 3;
p024-c03	49	NO_MATCH	RI
p024-c03	50	NO_MATCH	6, 33
p024-c03	51	NO_MATCH	58, T
p024-c03	52	NO_MATCH	(1, 66
p024-c03	53	NO_MATCH	13, 56
p024-c03	54	NO_MATCH	116, 79
p024-c03	56	NO_MATCH	59
p024-c03	57	NO_MATCH	50
p024-c03	59	NO_MATCH	66. 5 |
p024-c03	60	NO_MATCH	66, 9 !
p024-c03	61	NO_MATCH	O4, 19 |
p024-c03	62	NO_MATCH	y NT |
p024-c03	64	NO_MATCH	2, 508 |
p024-c03	65	NO_MATCH	66 |
p024-c03	66	NO_MATCH	1 |
p024-c03	67	NO_MATCH	1. 698 |
p024-c03	69	NO_MATCH	optimus maximus
p024-c03	70	NO_MATCH	[
p024-c03	72	NO_MATCH	20
p024-c03	73	NO_MATCH	80. 288
p024-c03	75	NO_MATCH	a4
p025-c00	4	NO_MATCH	Iurisaeus (— eus)
p025-c00	5	NO_MATCH	131, 18
p025-c00	29	NO_MATCH	kalendae augustae
p025-c00	30	NO_MATCH	kalendae decembre:
p025-c00	31	NO_MATCH	kalendae febrnaria
p025-c00	32	NO_MATCH	kalendae ianuaxiae
p025-c00	36	NO_MATCH	kalendae martiae (
p025-c00	37	NO_MATCH	kalendae novembre
p025-c00	38	NO_MATCH	kalendae octobres
p025-c00	39	NO_MATCH	kalendae quintiles
p025-c00	40	NO_MATCH	kalendae septembre
p025-c00	45	NO_MATCH	Lh.
p025-c01	2	NO_MATCH	94, 61^ lacrmatus 14, 15?
p025-c01	4	NO_MATCH	120, we lacunamentum 100, 6
p025-c01	7	NO_MATCH	3 lacus 76, 82
p025-c01	10	NO_MATCH	58 | Laelius 116, 91
p025-c01	16	NO_MATCH	laetos et sanos vos vide
p025-c01	25	NO_MATCH	| 134,55; 125, 12;
p025-c01	26	NO_MATCH	' 80; 131, 14
p025-c01	28	NO_MATCH	2, 12 lamentat 106, 51
p025-c01	29	NO_MATCH	62, 76 | lunpadiforum 102, 1
p025-c01	30	NO_MATCH	; 62, 80. Jampadium 101, 99
p025-c01	31	NO_MATCH	> 62, 70 | lampas 101, 98
p025-c01	32	NO_MATCH	62, 69 Jana 78, 91°
p025-c01	33	NO_MATCH	, 15 | lancea 77, 63
p025-c01	34	NO_MATCH	14 Lancia 88, 3
p025-c01	36	NO_MATCH	2,71 langueseit 112, 34
p025-c01	38	NO_MATCH	62, 18 languidum 1123, 33
p025-c01	39	NO_MATCH	62,81 languor 112, 32
p025-c01	41	NO_MATCH	2, 82 | lanista. 91, 35
p025-c01	42	NO_MATCH	66 lanterna 102, 2
p025-c01	49	NO_MATCH	Lapsacenus, Lapsacu
p025-c01	50	NO_MATCH	Labsacenus, Labsaci
p025-c01	51	NO_MATCH	lapsus £7, 15
p025-c01	55	NO_MATCH	. aridum 103, 69
p025-c01	56	NO_MATCH	,Laris 94, 41
p025-c01	60	NO_MATCH	‘las 17, 46
p025-c01	63	NO_MATCH	'Jaseratum 104, 57
p025-c01	64	NO_MATCH	‘Jasernacum 104, 59
p025-c01	65	NO_MATCH	6 laserpicium 10-4, 58
p025-c01	66	NO_MATCH	5 9U , lassescit 11, 53
p025-c01	67	NO_MATCH	,lassitudo 71, 52
p025-c01	74	NO_MATCH	: latex 57,131
p025-c02	1	NO_MATCH	— 94
p025-c02	5	NO_MATCH	3? Latinus 8,3
p025-c02	17	NO_MATCH	re vel | laudaticiae 28, 24
p025-c02	18	NO_MATCH	2,174 | Laumellensis 84, 26
p025-c02	25	NO_MATCH	1, 8; | lauticiae 34, 4
p025-c02	26	NO_MATCH	127, lautissimus 34, 3
p025-c02	43	NO_MATCH	_lectisternium 97, 69
p025-c02	51	NO_MATCH	1S légit 25, 60
p025-c02	57	NO_MATCH	! Lemovix 87, 15
p025-c03	8	NO_MATCH	letatura (li —?) 71, 61*
p025-c03	19	NO_MATCH	125,34; 1831, 46
p025-c03	20	NO_MATCH	'leviathan 128, 58
p025-c03	28	NO_MATCH	, lex catholica 120,52; 124,37
p025-c03	29	NO_MATCH	[E 17,49; 19, 17
p025-c03	31	NO_MATCH	! Lia 194, 87; 127, 50
p025-c03	43	NO_MATCH	liber (subst) v6, 19
p025-c03	58	NO_MATCH	"|Hhbra 101, T+
p025-c03	75	NO_MATCH	i
p026-c00	23	NO_MATCH	liucis v. lyncis i
p026-c00	24	NO_MATCH	; lhmneus v. lenaeus |
p026-c00	42	NO_MATCH	. hos 15,99 |
p026-c00	51	NO_MATCH	; liquor 113, 66 |
p026-c00	53	NO_MATCH	lita (?) 71, 61
p026-c00	54	NO_MATCH	( litargus 106, 10° |
p026-c00	55	NO_MATCH	btat v. letat
p026-c00	56	NO_MATCH	lithargyrus v. litargus
p026-c00	57	NO_MATCH	. Hhthistrotum 101, 27 |
p026-c00	68	NO_MATCH	liueus v. luaeus
p026-c00	72	NO_MATCH	: hvet 70, 25 b
p026-c01	1	NO_MATCH	——— 05
p026-c01	35	NO_MATCH	125,25; 127,85; 129,8; Ly:
p026-c01	37	NO_MATCH	131, 32 lyn
p026-c01	44	NO_MATCH	129; 127,15; 182,170 | Lys
p026-c01	76	NO_MATCH	lumen £7, 38 1
p026-c02	9	NO_MATCH	17, 54 maestu
p026-c02	26	NO_MATCH	72, 48 | magnif
p026-c02	31	NO_MATCH	/jaonia 86, 12 magus
p026-c02	35	NO_MATCH	"rgus 106, 10 maioril
p026-c02	39	NO_MATCH	106, 90 | Malach
p026-c02	44	NO_MATCH	Malale
p026-c02	46	NO_MATCH	M an
p026-c02	48	NO_MATCH	T Malalie
p026-c02	50	NO_MATCH	17,58 mala n
p026-c02	54	NO_MATCH	'edonicus 86, 54 maledic
p026-c02	56	NO_MATCH	‘ellum 96, 76 maledic
p026-c02	59	NO_MATCH	'eries 100, 71 ! malefac
p026-c02	60	NO_MATCH	thabaeorum | 92, 85*; | maleta
p026-c02	61	NO_MATCH	21, 89 maletee
p026-c02	64	NO_MATCH	‘hinamentum 100, 70 malesai
p026-c02	71	NO_MATCH	ulentus £0, 79" , malo 2
p026-c02	78	NO_MATCH	29,9 mam 1
p026-c03	1	NO_MATCH	7, 65
p026-c03	4	NO_MATCH	: 106, 14
p026-c03	6	NO_MATCH	. 65, 10
p026-c03	7	NO_MATCH	65, 71
p026-c03	11	NO_MATCH	à 100, 25
p026-c03	14	NO_MATCH	9,1
p026-c03	33	NO_MATCH	48, 64
p026-c03	36	NO_MATCH	28,27
p026-c03	42	NO_MATCH	51,77; 62, 57
p026-c03	44	NO_MATCH	; 125, 96; 152, 155
p026-c03	46	NO_MATCH	1 83,8
p026-c03	48	NO_MATCH	] (Malalehel) 124,
p026-c03	49	NO_MATCH	121, 21; 131, 10
p026-c03	50	NO_MATCH	1 125,8
p026-c03	69	NO_MATCH	128, 49
p026-c03	70	NO_MATCH	117.22
p026-c03	71	NO_MATCH	117, 21
p026-c03	72	NO_MATCH	1. 35
p026-c03	75	NO_MATCH	ium Ot, ot
p026-c03	76	NO_MATCH	2, 114
p026-c03	77	NO_MATCH	104, 31
p026-c03	79	NO_MATCH	5, l1
p026-c03	80	NO_MATCH	, (mammill) 19,
p026-c03	81	NO_MATCH	111, 93?
p026-c03	82	NO_MATCH	aus
p027-c00	7	NO_MATCH	125,44; 127,46;
p027-c00	41	NO_MATCH	manumitüt 67, 78
p027-c00	57	NO_MATCH	Below Saal:
p027-c00	64	NO_MATCH	Marcus Porcius Cato
p027-c00	65	NO_MATCH	Marcus Porcius Laeca
p027-c00	68	NO_MATCH	Marcus Tullius Cicero
p027-c00	71	NO_MATCH	mare Hadriaticum |
p027-c01	2	NO_MATCH	,94 | Maria 119, 30; 121, |
p027-c01	3	NO_MATCH	181, 112
p027-c01	6	NO_MATCH	24,81; | maritalis 56, 34°; 73, |
p027-c01	7	NO_MATCH	131,49 | maritunus 73, 68
p027-c01	10	NO_MATCH	131, 110
p027-c01	16	NO_MATCH	a | Martialis 55, 70
p027-c01	22	NO_MATCH	) Marucia 84, 40^
p027-c01	44	NO_MATCH	28 Mathusalem 124,54; 12"
p027-c01	49	NO_MATCH	, 18; 125,126; 127,
p027-c01	50	NO_MATCH	. 129, 50; 182, 168
p027-c01	51	NO_MATCH	U , Matthias 124, 21; 129
p027-c01	54	NO_MATCH	8 Matusalam (— Iem) 12
p027-c01	55	NO_MATCH	195, 11; 131, 13
p027-c01	56	NO_MATCH	1;124, matutinalis 46, 9*
p027-c01	57	NO_MATCH	32,171 | matutinum 46, 9
p027-c01	58	NO_MATCH	7, 13 Mauricius 128, 22
p027-c01	59	NO_MATCH	3 | Maurieus 94, 45
p027-c01	60	NO_MATCH	8 ; Mauritania 94, 46
p027-c01	61	NO_MATCH	,1i | Maurus 9.4, 44
p027-c01	62	NO_MATCH	17,7 | mavis 91,47
p027-c01	63	NO_MATCH	,14 Mavors 55, 71
p027-c01	64	NO_MATCH	117,15 | mavult 21, 41
p027-c01	65	NO_MATCH	117,16 | mavultis 21, 44
p027-c01	66	NO_MATCH	, 17 maxilla 78,35
p027-c01	67	NO_MATCH	9 | maxima ex parte 31, 1
p027-c01	68	NO_MATCH	117,10 | maxima in parte 31, 1
p027-c01	71	NO_MATCH	(11, 4. | maximus 25, 27
p027-c01	72	NO_MATCH	,1 me 1, 45; 17, 60
p027-c01	74	NO_MATCH	, meae 8, 65
p027-c02	1	NO_MATCH	0 —
p027-c02	3	NO_MATCH	08; meam 8, 49
p027-c02	5	NO_MATCH	111 meas 7, 94
p027-c02	7	NO_MATCH	j9 | meatus 51, 53°
p027-c02	10	NO_MATCH	.44; | medela. 56, 42
p027-c02	12	NO_MATCH	S | Media 85, 85
p027-c02	13	NO_MATCH	89 | mediastinus 56, 38
p027-c02	19	NO_MATCH	101 mediocritas 56, 44
p027-c02	20	NO_MATCH	! Mediolanum 84, 18
p027-c02	22	NO_MATCH	, 19 | meditatur 81, 4
p027-c02	33	NO_MATCH	(meis 8, 32
p027-c02	36	NO_MATCH	Melchisedech | (Melcisedech
p027-c02	37	NO_MATCH	190,34; 121, 22; 124
p027-c02	38	NO_MATCH	61; 125,18; 131,19
p027-c02	44	NO_MATCH	, melos 76, 43
p027-c02	45	NO_MATCH	,929 membratim 79, 43
p027-c02	49	NO_MATCH	124, mementu (?) 51, 34"
p027-c02	50	NO_MATCH	15; memet 91, 20
p027-c02	52	NO_MATCH	; 0l, meminit 53, 4
p027-c02	53	NO_MATCH	, Memmius 117, 20
p027-c02	54	NO_MATCH	.inemor 30, 14
p027-c02	55	NO_MATCH	1,1; memorabilis 30, 17
p027-c02	56	NO_MATCH	, memoria 30, 16^
p027-c02	57	NO_MATCH	,men 16,11
p027-c02	60	NO_MATCH	, mendax 67,92
p027-c02	61	NO_MATCH	,mendieitas 40, 60
p027-c02	66	NO_MATCH	menfus (?) 106, 15
p027-c02	68	NO_MATCH	1 menses 62, 33
p027-c02	69	NO_MATCH	0 mensibus 62, 35
p027-c03	32	NO_MATCH	meorum &, 16
p027-c03	37	NO_MATCH	) | mercatus 42, 96
p027-c03	39	NO_MATCH	, mercedarius 42, 29
p027-c03	48	NO_MATCH	! meretricium 35, 88
p027-c03	56	NO_MATCH	, mersit 72, 80
p027-c03	61	NO_MATCH	mesisula (?) 103, 63
p027-c03	70	NO_MATCH	metalles (?) 89, 798
p027-c03	76	NO_MATCH	_methodicus 107, 55? |
p027-c03	81	NO_MATCH	I
p028-c00	1	NO_MATCH	j
p028-c00	2	NO_MATCH	-
p028-c00	15	NO_MATCH	132, 149 M
p028-c00	17	NO_MATCH	j| Michas 121, 58; 124, 96 m
p028-c00	18	NO_MATCH	}) Micipsa 117, 26 | m
p028-c00	25	NO_MATCH	] miles 45, 88 M
p028-c00	27	NO_MATCH	) Miletopolis 88, 45 iM
p028-c00	30	NO_MATCH	1 militaris 45, 90 jm
p028-c00	31	NO_MATCH	j| militia 45, 89 (m
p028-c00	39	NO_MATCH	i nünax 25, 16. | m
p028-c00	40	NO_MATCH	? Minerva 81, 67 m
p028-c00	41	NO_MATCH	j| Minervalis 81, 68 n
p028-c00	45	NO_MATCH	? miniolum 98, 90 : m
p028-c00	49	NO_MATCH	j| minopere 25, 26? [n
p028-c00	51	NO_MATCH	4 minore parte 31, 16 (m
p028-c00	57	NO_MATCH	7 minuit 30, 77 n
p028-c00	73	NO_MATCH	' miserrimus 40, 22 | n
p028-c00	77	NO_MATCH	i Comm, not. tir.
p028-c01	1	NO_MATCH	97
p028-c01	8	NO_MATCH	iügat 79, 56 morti
p028-c01	37	NO_MATCH	olocorium e. malocorium | mully
p028-c01	44	NO_MATCH	66 multe
p028-c01	58	NO_MATCH	»0onopticus 106, 75 mult
p028-c01	65	NO_MATCH	)0nmmentíum 53, 62 Aum
p028-c01	74	NO_MATCH	iordeí 94, 50 mun
p028-c02	1	NO_MATCH	58, 43 | munitus
p028-c02	10	NO_MATCH	17, 65; 42, 52 Musa 11
p028-c02	13	NO_MATCH	; 82, 89 musculus
p028-c02	14	NO_MATCH	; 31, 63 Musieus
p028-c02	15	NO_MATCH	19, 38 musivum
p028-c02	17	NO_MATCH	1, 57 mustela
p028-c02	19	NO_MATCH	1, 47; 125, 50; 131, 56 | mutabilis
p028-c02	20	NO_MATCH	7, 66 | mntat 3:
p028-c02	23	NO_MATCH	) 77, 39 Mutinens
p028-c02	26	NO_MATCH	; 95,21 myoparo:
p028-c02	35	NO_MATCH	112, 88
p028-c02	40	NO_MATCH	24, 97 117, 5
p028-c02	41	NO_MATCH	. familia 29, 72? nablum
p028-c02	42	NO_MATCH	. milia. 24, 104 Nabucho:
p028-c02	50	NO_MATCH	8 causis 60, 48 Nahum
p028-c02	61	NO_MATCH	it r. mnlsüt 96, 45 nardifolu
p028-c02	62	NO_MATCH	15, 10 nardipist
p028-c03	1	NO_MATCH	66, 51"
p028-c03	2	NO_MATCH	s, 12
p028-c03	4	NO_MATCH	L0, 77
p028-c03	5	NO_MATCH	19, 96
p028-c03	6	NO_MATCH	94, 4t) |
p028-c03	8	NO_MATCH	,060, 16 |
p028-c03	9	NO_MATCH	67; 109, 3 |
p028-c03	10	NO_MATCH	5, 68%: 117, 45
p028-c03	11	NO_MATCH	)9, 58
p028-c03	13	NO_MATCH	110, 60
p028-c03	14	NO_MATCH	117, 46
p028-c03	15	NO_MATCH	100, 90 |
p028-c03	17	NO_MATCH	109, 4
p028-c03	18	NO_MATCH	08, 94
p028-c03	19	NO_MATCH	31, 77
p028-c03	20	NO_MATCH	73
p028-c03	21	NO_MATCH	(8, 18 |
p028-c03	22	NO_MATCH	6, 29
p028-c03	24	NO_MATCH	2. 9
p028-c03	25	NO_MATCH	. £8, 16
p028-c03	26	NO_MATCH	1 110, 55
p028-c03	29	NO_MATCH	)8, 100
p028-c03	30	NO_MATCH	)5, 14
p028-c03	32	NO_MATCH	105, 15
p028-c03	34	NO_MATCH	119, 21 |
p028-c03	36	NO_MATCH	1 |
p028-c03	37	NO_MATCH	à (r. Napdalta)
p028-c03	38	NO_MATCH	2 |
p028-c03	39	NO_MATCH	106, 88; 150, 56
p028-c03	41	NO_MATCH	30; 125, 103; 150,
p028-c03	42	NO_MATCH	, 12
p028-c03	44	NO_MATCH	120, 63; JUI NIE |
p028-c03	45	NO_MATCH	1; 125,21; 131. 29
p028-c03	46	NO_MATCH	30! |
p028-c03	47	NO_MATCH	117, 53; 180, 15 :
p028-c03	48	NO_MATCH	(Naum) 121, 10; |
p028-c03	49	NO_MATCH	18; 125, 91; 120,
p028-c03	50	NO_MATCH	52. 150
p028-c03	51	NO_MATCH	d
p028-c03	54	NO_MATCH	56, 73
p028-c03	55	NO_MATCH	(r. Nabdalfa) 130,
p028-c03	56	NO_MATCH	4.51 |
p028-c03	60	NO_MATCH	IS.
p028-c03	61	NO_MATCH	. 96"; 16, 40*
p028-c03	62	NO_MATCH	3. 59
p028-c03	63	NO_MATCH	; 13, 63!
p028-c03	64	NO_MATCH	18. 62 |
p028-c03	67	NO_MATCH	7.82
p028-c03	68	NO_MATCH	02 !
p028-c03	69	NO_MATCH	18,21 |
p028-c03	70	NO_MATCH	11.50; 130,15
p028-c03	71	NO_MATCH	8T. 1D |
p029-c00	8	NO_MATCH	125, 69; 131, 23
p029-c00	23	NO_MATCH	Naum vr. Nahum
p029-c00	39	NO_MATCH	44; 124, 3; 131,1]
p029-c00	41	NO_MATCH	. 1288
p029-c00	55	NO_MATCH	nec ita muito ante
p029-c00	56	NO_MATCH	nec ita multo post
p029-c00	64	NO_MATCH	nectibus ». nyctelius
p029-c00	67	NO_MATCH	nefandarins £5, 17
p029-c01	1	NO_MATCH	16 | Nehemias 124, 107; |
p029-c01	2	NO_MATCH	77; 131, 65
p029-c01	7	NO_MATCH	+, 100; | Nemeonices 108, 1
p029-c01	15	NO_MATCH	) ne opinans 58, 11
p029-c01	18	NO_MATCH	Nephtalem —— (Nephtha
p029-c01	19	NO_MATCH	30, 30 Neptalim) 119, 57; 1
p029-c01	20	NO_MATCH	41: 125, 41; 131,4.
p029-c01	21	NO_MATCH	130,29 | nepos 48, 71
p029-c01	22	NO_MATCH	(30, 28 | nepticula 48, 77
p029-c01	26	NO_MATCH	33 Neptunus 83, 5
p029-c01	27	NO_MATCH	30, 85 nequaquam 10, 43
p029-c01	30	NO_MATCH	73 neque ita multo post 71.
p029-c01	32	NO_MATCH	30, 32 | neque multo post 71, 2
p029-c01	33	NO_MATCH	.30, 31 | nequior 51, 16
p029-c01	34	NO_MATCH	0, 26 | nequiquam 10, 42
p029-c01	35	NO_MATCH	.80, 27 | nequis 3, 49
p029-c01	36	NO_MATCH	25 | Nero 38, 83
p029-c01	38	NO_MATCH	20,23*. | Nernlum 88, 11
p029-c01	39	NO_MATCH	(aa Nerva 39, 2
p029-c01	40	NO_MATCH	5; 131, | Nerva Caesar 39, 3
p029-c01	55	NO_MATCH	71, 238 | Neuster 110, 74°
p029-c01	56	NO_MATCH	(1, 24 | Neustralis 110, 74°
p029-c01	58	NO_MATCH	neüter 6, 22
p029-c01	59	NO_MATCH	a1 neve 2, 54
p029-c01	60	NO_MATCH	22) nexus 74, 68
p029-c01	65	NO_MATCH	rax | Nicomedia 88, 57
p029-c02	1	NO_MATCH	98
p029-c02	2	NO_MATCH	(25, | nigrescit 78, 84
p029-c02	17	NO_MATCH	0,9 | nimfidum (?) 118, 54
p029-c02	19	NO_MATCH	lim, | nimis 47, 35
p029-c02	20	NO_MATCH	(21, | nimis multum 47, 37
p029-c02	21	NO_MATCH	5 |nimium 47, 36
p029-c02	24	NO_MATCH	126, 187
p029-c02	30	NO_MATCH	27 | nisi forte 1, 94
p029-c02	31	NO_MATCH	.28 | Nisiobrix 87, 32
p029-c02	32	NO_MATCH	5 | nisi si fallor 2,3
p029-c02	33	NO_MATCH	6 | nisi si 1, 95
p029-c02	38	NO_MATCH	130, 6
p029-c02	41	NO_MATCH	130, 5
p029-c02	54	NO_MATCH	( nobis ipsis 9, 81
p029-c02	59	NO_MATCH	nobis, patres conscripti 9, 76
p029-c02	60	NO_MATCH	nobisque, patres conscripti
p029-c02	61	NO_MATCH	9, 77
p029-c02	62	NO_MATCH	1 nobis suggerit 122, 209
p029-c02	64	NO_MATCH	,13 | nocens 34, 77
p029-c02	68	NO_MATCH	.123 | nocturnalis 69, 5?
p029-c02	70	NO_MATCH	,10 | nocuum 34, 78*
p029-c02	74	NO_MATCH	13; 127, 31; 131,15
p029-c03	25	NO_MATCH	! nonae oetobres 62, 96
p029-c03	28	NO_MATCH	| nonae septembres 62, 95
p029-c03	50	NO_MATCH	| non excusat 30, 74
p029-c03	69	NO_MATCH	,non me hercules 68, 59
p029-c03	99	NO_MATCH	i
p030-c00	63	NO_MATCH	130, 20 E
p030-c00	72	NO_MATCH	, Numidus 86, 18 (
p030-c00	73	NO_MATCH	) Numisius 117, 59; 130, 21 | «
p030-c00	75	NO_MATCH	V
p030-c01	1	NO_MATCH	—— on
p030-c01	10	NO_MATCH	1uneupante 44, 23% obpe
p030-c01	31	NO_MATCH	DO obse
p030-c01	32	NO_MATCH	iymphaticum (?) 113, 53 | obse
p030-c01	33	NO_MATCH	obse
p030-c01	35	NO_MATCH	obse
p030-c01	37	NO_MATCH	9. obsk
p030-c01	39	NO_MATCH	16, 57 obsit
p030-c01	53	NO_MATCH	)bet 121, 66 obsü
p030-c01	71	NO_MATCH	)blituit 57, 4 obtu
p030-c01	73	NO_MATCH	)blivio 69, 89 obul
p030-c01	75	NO_MATCH	)bmisit 23, 38? | obvi
p030-c01	76	NO_MATCH	)bmitüt 23, 24* | obvo
p030-c01	78	NO_MATCH	)bmutuit 82,92 | oc 1
p030-c01	79	NO_MATCH	:bnoxius 81, 2 occa
p030-c02	24	NO_MATCH	cundatur (— or) 57,, Ocriculv
p030-c02	25	NO_MATCH	9; 83, 31° octava |
p030-c02	49	NO_MATCH	'epit 89, 45 odit 46,
